Language	Trimming	ID	Count
FELEKESEMITIC	none	ID_363	1
FELEKESEMITIC	none	ID_364	1
FELEKESEMITIC	none	ID_365	1
FELEKESEMITIC	none	ID_366	1
FELEKESEMITIC	none	ID_367	1
FELEKESEMITIC	none	ID_368	1
FELEKESEMITIC	none	ID_369	1
FELEKESEMITIC	none	ID_370	1
FELEKESEMITIC	none	ID_371	1
FELEKESEMITIC	none	ID_372	1
FELEKESEMITIC	none	ID_373	1
FELEKESEMITIC	none	ID_374	1
FELEKESEMITIC	none	ID_375	1
FELEKESEMITIC	none	ID_376	1
FELEKESEMITIC	none	ID_377	1
FELEKESEMITIC	none	ID_378	1
FELEKESEMITIC	none	ID_379	1
FELEKESEMITIC	none	ID_380	1
FELEKESEMITIC	none	ID_381	1
FELEKESEMITIC	none	ID_382	1
FELEKESEMITIC	none	ID_383	1
FELEKESEMITIC	none	ID_384	1
FELEKESEMITIC	none	ID_385	1
FELEKESEMITIC	none	ID_386	1
FELEKESEMITIC	none	ID_387	1
FELEKESEMITIC	none	ID_388	1
FELEKESEMITIC	none	ID_389	1
FELEKESEMITIC	none	ID_390	1
FELEKESEMITIC	none	ID_391	1
FELEKESEMITIC	none	ID_392	1
FELEKESEMITIC	none	ID_393	1
FELEKESEMITIC	none	ID_394	1
FELEKESEMITIC	none	ID_395	1
FELEKESEMITIC	none	ID_396	1
FELEKESEMITIC	none	ID_397	1
FELEKESEMITIC	none	ID_398	1
FELEKESEMITIC	none	ID_399	1
FELEKESEMITIC	none	ID_400	1
FELEKESEMITIC	none	ID_401	1
FELEKESEMITIC	none	ID_402	1
FELEKESEMITIC	none	ID_403	1
FELEKESEMITIC	none	ID_404	1
FELEKESEMITIC	none	ID_405	1
FELEKESEMITIC	none	ID_406	1
FELEKESEMITIC	none	ID_407	1
FELEKESEMITIC	none	ID_408	1
FELEKESEMITIC	none	ID_409	1
FELEKESEMITIC	none	ID_410	1
FELEKESEMITIC	none	ID_411	1
FELEKESEMITIC	none	ID_412	1
FELEKESEMITIC	none	ID_413	1
FELEKESEMITIC	none	ID_414	1
FELEKESEMITIC	none	ID_415	1
FELEKESEMITIC	none	ID_416	1
FELEKESEMITIC	none	ID_417	1
FELEKESEMITIC	none	ID_418	1
FELEKESEMITIC	none	ID_419	1
FELEKESEMITIC	none	ID_420	1
FELEKESEMITIC	none	ID_421	1
FELEKESEMITIC	none	ID_422	1
FELEKESEMITIC	none	ID_423	1
FELEKESEMITIC	none	ID_424	1
FELEKESEMITIC	none	ID_425	1
FELEKESEMITIC	none	ID_426	1
FELEKESEMITIC	none	ID_427	1
FELEKESEMITIC	none	ID_428	1
FELEKESEMITIC	none	ID_429	1
FELEKESEMITIC	none	ID_430	1
FELEKESEMITIC	none	ID_431	1
FELEKESEMITIC	none	ID_432	1
FELEKESEMITIC	none	ID_433	1
FELEKESEMITIC	none	ID_434	1
FELEKESEMITIC	none	ID_435	1
FELEKESEMITIC	none	ID_436	1
FELEKESEMITIC	none	ID_437	1
FELEKESEMITIC	none	ID_438	1
FELEKESEMITIC	none	ID_439	1
FELEKESEMITIC	none	ID_440	1
FELEKESEMITIC	none	ID_441	1
FELEKESEMITIC	none	ID_442	1
FELEKESEMITIC	none	ID_443	1
FELEKESEMITIC	none	ID_444	1
FELEKESEMITIC	none	ID_445	1
FELEKESEMITIC	none	ID_446	1
FELEKESEMITIC	none	ID_447	1
FELEKESEMITIC	none	ID_448	1
FELEKESEMITIC	none	ID_449	1
FELEKESEMITIC	none	ID_450	1
FELEKESEMITIC	none	ID_451	1
FELEKESEMITIC	none	ID_452	1
FELEKESEMITIC	none	ID_453	1
FELEKESEMITIC	none	ID_454	1
FELEKESEMITIC	none	ID_455	1
FELEKESEMITIC	none	ID_456	1
FELEKESEMITIC	none	ID_457	1
FELEKESEMITIC	none	ID_458	1
FELEKESEMITIC	none	ID_459	1
FELEKESEMITIC	none	ID_460	1
FELEKESEMITIC	none	ID_461	1
FELEKESEMITIC	none	ID_462	1
FELEKESEMITIC	none	ID_463	1
FELEKESEMITIC	none	ID_464	1
FELEKESEMITIC	none	ID_465	1
FELEKESEMITIC	none	ID_466	1
FELEKESEMITIC	none	ID_467	1
FELEKESEMITIC	none	ID_468	1
FELEKESEMITIC	none	ID_469	1
FELEKESEMITIC	none	ID_470	1
FELEKESEMITIC	none	ID_471	1
FELEKESEMITIC	none	ID_472	1
FELEKESEMITIC	none	ID_473	1
FELEKESEMITIC	none	ID_474	1
FELEKESEMITIC	none	ID_475	1
FELEKESEMITIC	none	ID_476	1
FELEKESEMITIC	none	ID_477	1
FELEKESEMITIC	none	ID_478	1
FELEKESEMITIC	none	ID_479	1
FELEKESEMITIC	none	ID_480	1
FELEKESEMITIC	none	ID_481	1
FELEKESEMITIC	none	ID_482	1
FELEKESEMITIC	none	ID_483	1
FELEKESEMITIC	none	ID_484	1
FELEKESEMITIC	none	ID_485	1
FELEKESEMITIC	none	ID_486	1
FELEKESEMITIC	none	ID_487	1
FELEKESEMITIC	none	ID_488	1
FELEKESEMITIC	none	ID_489	1
FELEKESEMITIC	none	ID_490	1
FELEKESEMITIC	none	ID_491	1
FELEKESEMITIC	none	ID_492	1
FELEKESEMITIC	none	ID_493	1
FELEKESEMITIC	none	ID_494	1
FELEKESEMITIC	none	ID_495	1
FELEKESEMITIC	none	ID_496	1
FELEKESEMITIC	none	ID_497	1
FELEKESEMITIC	none	ID_498	1
FELEKESEMITIC	none	ID_499	1
FELEKESEMITIC	none	ID_500	1
FELEKESEMITIC	none	ID_501	1
FELEKESEMITIC	none	ID_502	1
FELEKESEMITIC	none	ID_503	1
FELEKESEMITIC	none	ID_504	1
FELEKESEMITIC	none	ID_505	1
FELEKESEMITIC	none	ID_506	1
FELEKESEMITIC	none	ID_507	1
FELEKESEMITIC	none	ID_508	1
FELEKESEMITIC	none	ID_509	1
FELEKESEMITIC	none	ID_510	1
FELEKESEMITIC	none	ID_511	1
FELEKESEMITIC	none	ID_512	1
FELEKESEMITIC	none	ID_513	1
FELEKESEMITIC	none	ID_514	1
FELEKESEMITIC	none	ID_515	1
FELEKESEMITIC	none	ID_516	1
FELEKESEMITIC	none	ID_517	1
FELEKESEMITIC	none	ID_518	1
FELEKESEMITIC	none	ID_519	1
FELEKESEMITIC	none	ID_520	1
FELEKESEMITIC	none	ID_521	1
FELEKESEMITIC	none	ID_522	1
FELEKESEMITIC	none	ID_523	1
FELEKESEMITIC	none	ID_524	1
FELEKESEMITIC	none	ID_525	1
FELEKESEMITIC	none	ID_526	1
FELEKESEMITIC	none	ID_527	1
FELEKESEMITIC	none	ID_528	1
FELEKESEMITIC	none	ID_529	1
FELEKESEMITIC	none	ID_530	1
FELEKESEMITIC	none	ID_531	1
FELEKESEMITIC	none	ID_532	1
FELEKESEMITIC	none	ID_533	1
FELEKESEMITIC	none	ID_534	1
FELEKESEMITIC	none	ID_535	1
FELEKESEMITIC	none	ID_536	1
FELEKESEMITIC	none	ID_537	1
FELEKESEMITIC	none	ID_538	1
FELEKESEMITIC	none	ID_539	1
FELEKESEMITIC	none	ID_540	1
FELEKESEMITIC	none	ID_541	1
FELEKESEMITIC	none	ID_542	1
FELEKESEMITIC	none	ID_543	1
FELEKESEMITIC	none	ID_544	1
FELEKESEMITIC	none	ID_545	1
FELEKESEMITIC	none	ID_546	1
FELEKESEMITIC	none	ID_547	1
FELEKESEMITIC	none	ID_548	1
FELEKESEMITIC	none	ID_549	1
FELEKESEMITIC	none	ID_550	1
FELEKESEMITIC	none	ID_551	1
FELEKESEMITIC	none	ID_552	1
FELEKESEMITIC	none	ID_553	1
FELEKESEMITIC	none	ID_554	1
FELEKESEMITIC	none	ID_555	1
FELEKESEMITIC	none	ID_556	1
FELEKESEMITIC	none	ID_557	1
FELEKESEMITIC	none	ID_558	1
FELEKESEMITIC	none	ID_559	1
FELEKESEMITIC	none	ID_560	1
FELEKESEMITIC	none	ID_561	1
FELEKESEMITIC	none	ID_562	1
FELEKESEMITIC	none	ID_563	1
FELEKESEMITIC	none	ID_564	1
FELEKESEMITIC	none	ID_565	1
FELEKESEMITIC	none	ID_566	1
FELEKESEMITIC	none	ID_567	1
FELEKESEMITIC	none	ID_568	1
FELEKESEMITIC	none	ID_569	1
FELEKESEMITIC	none	ID_570	1
FELEKESEMITIC	none	ID_571	1
FELEKESEMITIC	none	ID_572	1
FELEKESEMITIC	none	ID_573	1
FELEKESEMITIC	none	ID_574	1
FELEKESEMITIC	none	ID_575	1
FELEKESEMITIC	none	ID_576	1
FELEKESEMITIC	none	ID_577	1
FELEKESEMITIC	none	ID_578	1
FELEKESEMITIC	none	ID_579	1
FELEKESEMITIC	none	ID_580	1
FELEKESEMITIC	none	ID_581	1
FELEKESEMITIC	none	ID_582	1
FELEKESEMITIC	none	ID_583	1
FELEKESEMITIC	none	ID_584	1
FELEKESEMITIC	none	ID_585	1
FELEKESEMITIC	none	ID_586	1
FELEKESEMITIC	none	ID_587	1
FELEKESEMITIC	none	ID_588	1
FELEKESEMITIC	none	ID_589	1
FELEKESEMITIC	none	ID_590	1
FELEKESEMITIC	none	ID_591	1
FELEKESEMITIC	none	ID_592	1
FELEKESEMITIC	none	ID_593	1
FELEKESEMITIC	none	ID_594	1
FELEKESEMITIC	none	ID_595	1
FELEKESEMITIC	none	ID_596	1
FELEKESEMITIC	none	ID_597	1
FELEKESEMITIC	none	ID_598	1
FELEKESEMITIC	none	ID_599	1
FELEKESEMITIC	none	ID_600	1
FELEKESEMITIC	none	ID_601	1
FELEKESEMITIC	none	ID_602	1
FELEKESEMITIC	none	ID_603	1
FELEKESEMITIC	none	ID_604	1
FELEKESEMITIC	none	ID_605	1
FELEKESEMITIC	none	ID_606	1
FELEKESEMITIC	none	ID_607	1
FELEKESEMITIC	none	ID_608	1
FELEKESEMITIC	none	ID_609	1
FELEKESEMITIC	none	ID_610	1
FELEKESEMITIC	none	ID_611	1
FELEKESEMITIC	none	ID_612	1
FELEKESEMITIC	none	ID_613	1
FELEKESEMITIC	none	ID_614	1
FELEKESEMITIC	none	ID_615	1
FELEKESEMITIC	none	ID_616	1
FELEKESEMITIC	none	ID_617	1
FELEKESEMITIC	none	ID_618	1
FELEKESEMITIC	none	ID_619	1
FELEKESEMITIC	none	ID_620	1
FELEKESEMITIC	none	ID_621	1
FELEKESEMITIC	none	ID_622	1
FELEKESEMITIC	none	ID_623	1
FELEKESEMITIC	none	ID_624	1
FELEKESEMITIC	none	ID_625	1
FELEKESEMITIC	none	ID_626	1
FELEKESEMITIC	none	ID_627	1
FELEKESEMITIC	none	ID_628	1
FELEKESEMITIC	none	ID_629	1
FELEKESEMITIC	none	ID_630	1
FELEKESEMITIC	none	ID_631	1
FELEKESEMITIC	none	ID_632	1
FELEKESEMITIC	none	ID_633	1
FELEKESEMITIC	none	ID_634	1
FELEKESEMITIC	none	ID_635	1
FELEKESEMITIC	none	ID_636	1
FELEKESEMITIC	none	ID_637	1
FELEKESEMITIC	none	ID_638	1
FELEKESEMITIC	none	ID_639	1
FELEKESEMITIC	none	ID_640	1
FELEKESEMITIC	none	ID_641	1
FELEKESEMITIC	none	ID_642	1
FELEKESEMITIC	none	ID_643	1
FELEKESEMITIC	none	ID_644	1
FELEKESEMITIC	none	ID_645	1
FELEKESEMITIC	none	ID_646	1
FELEKESEMITIC	none	ID_647	1
FELEKESEMITIC	none	ID_648	1
FELEKESEMITIC	none	ID_649	1
FELEKESEMITIC	none	ID_650	1
FELEKESEMITIC	none	ID_651	1
FELEKESEMITIC	none	ID_652	1
FELEKESEMITIC	none	ID_653	1
FELEKESEMITIC	none	ID_654	1
FELEKESEMITIC	none	ID_655	1
FELEKESEMITIC	none	ID_656	1
FELEKESEMITIC	none	ID_657	1
FELEKESEMITIC	none	ID_658	1
FELEKESEMITIC	none	ID_659	1
FELEKESEMITIC	none	ID_660	1
FELEKESEMITIC	none	ID_661	1
FELEKESEMITIC	none	ID_662	1
FELEKESEMITIC	none	ID_663	1
FELEKESEMITIC	none	ID_664	1
FELEKESEMITIC	none	ID_665	1
FELEKESEMITIC	none	ID_666	1
FELEKESEMITIC	none	ID_667	1
FELEKESEMITIC	none	ID_668	1
FELEKESEMITIC	none	ID_669	1
FELEKESEMITIC	none	ID_670	1
FELEKESEMITIC	none	ID_671	1
FELEKESEMITIC	none	ID_672	1
FELEKESEMITIC	none	ID_673	1
FELEKESEMITIC	none	ID_674	1
FELEKESEMITIC	none	ID_675	1
FELEKESEMITIC	none	ID_676	1
FELEKESEMITIC	none	ID_677	1
FELEKESEMITIC	none	ID_678	1
FELEKESEMITIC	none	ID_679	1
FELEKESEMITIC	none	ID_680	1
FELEKESEMITIC	none	ID_681	1
FELEKESEMITIC	none	ID_682	1
FELEKESEMITIC	none	ID_683	1
FELEKESEMITIC	none	ID_684	1
FELEKESEMITIC	none	ID_685	1
FELEKESEMITIC	none	ID_686	1
FELEKESEMITIC	none	ID_687	1
FELEKESEMITIC	none	ID_688	1
FELEKESEMITIC	none	ID_689	1
FELEKESEMITIC	none	ID_690	1
FELEKESEMITIC	none	ID_691	1
FELEKESEMITIC	none	ID_692	1
FELEKESEMITIC	none	ID_693	1
FELEKESEMITIC	none	ID_694	1
FELEKESEMITIC	none	ID_695	1
FELEKESEMITIC	none	ID_696	1
FELEKESEMITIC	none	ID_697	1
FELEKESEMITIC	none	ID_698	1
FELEKESEMITIC	none	ID_699	1
FELEKESEMITIC	none	ID_700	1
FELEKESEMITIC	none	ID_701	1
FELEKESEMITIC	none	ID_702	1
FELEKESEMITIC	none	ID_703	1
FELEKESEMITIC	none	ID_704	1
FELEKESEMITIC	none	ID_705	1
FELEKESEMITIC	none	ID_706	1
FELEKESEMITIC	none	ID_707	1
FELEKESEMITIC	none	ID_708	1
FELEKESEMITIC	none	ID_709	1
FELEKESEMITIC	none	ID_710	1
FELEKESEMITIC	none	ID_711	1
FELEKESEMITIC	none	ID_712	1
FELEKESEMITIC	none	ID_713	1
FELEKESEMITIC	none	ID_714	1
FELEKESEMITIC	none	ID_715	1
FELEKESEMITIC	none	ID_716	1
FELEKESEMITIC	none	ID_717	1
FELEKESEMITIC	none	ID_718	1
FELEKESEMITIC	none	ID_719	1
FELEKESEMITIC	none	ID_720	1
FELEKESEMITIC	none	ID_721	1
FELEKESEMITIC	none	ID_722	1
FELEKESEMITIC	none	ID_723	1
FELEKESEMITIC	none	ID_724	1
FELEKESEMITIC	none	ID_725	1
FELEKESEMITIC	none	ID_726	1
FELEKESEMITIC	none	ID_727	1
FELEKESEMITIC	none	ID_728	1
FELEKESEMITIC	none	ID_729	1
FELEKESEMITIC	none	ID_730	1
FELEKESEMITIC	none	ID_731	1
FELEKESEMITIC	none	ID_732	1
FELEKESEMITIC	none	ID_733	1
FELEKESEMITIC	none	ID_734	1
FELEKESEMITIC	none	ID_735	1
FELEKESEMITIC	none	ID_736	1
FELEKESEMITIC	none	ID_737	1
FELEKESEMITIC	none	ID_738	1
FELEKESEMITIC	none	ID_739	1
FELEKESEMITIC	none	ID_740	1
FELEKESEMITIC	none	ID_741	1
FELEKESEMITIC	none	ID_742	1
FELEKESEMITIC	none	ID_743	1
FELEKESEMITIC	none	ID_744	1
FELEKESEMITIC	gap	ID_1	2
FELEKESEMITIC	gap	ID_2	2
FELEKESEMITIC	gap	ID_3	15
FELEKESEMITIC	gap	ID_4	77
FELEKESEMITIC	gap	ID_5	2
FELEKESEMITIC	gap	ID_6	3
FELEKESEMITIC	gap	ID_7	2
FELEKESEMITIC	gap	ID_8	2
FELEKESEMITIC	gap	ID_9	2
FELEKESEMITIC	gap	ID_10	2
FELEKESEMITIC	gap	ID_11	3
FELEKESEMITIC	gap	ID_12	2
FELEKESEMITIC	gap	ID_13	3
FELEKESEMITIC	gap	ID_14	23
FELEKESEMITIC	gap	ID_15	2
FELEKESEMITIC	gap	ID_16	2
FELEKESEMITIC	gap	ID_17	2
FELEKESEMITIC	gap	ID_18	31
FELEKESEMITIC	gap	ID_19	4
FELEKESEMITIC	gap	ID_20	2
FELEKESEMITIC	gap	ID_21	9
FELEKESEMITIC	gap	ID_22	2
FELEKESEMITIC	gap	ID_23	2
FELEKESEMITIC	gap	ID_24	2
FELEKESEMITIC	gap	ID_25	2
FELEKESEMITIC	gap	ID_26	2
FELEKESEMITIC	gap	ID_27	2
FELEKESEMITIC	gap	ID_28	31
FELEKESEMITIC	gap	ID_29	2
FELEKESEMITIC	gap	ID_30	3
FELEKESEMITIC	gap	ID_31	7
FELEKESEMITIC	gap	ID_32	12
FELEKESEMITIC	gap	ID_33	2
FELEKESEMITIC	gap	ID_34	2
FELEKESEMITIC	gap	ID_35	2
FELEKESEMITIC	gap	ID_36	3
FELEKESEMITIC	gap	ID_37	3
FELEKESEMITIC	gap	ID_38	13
FELEKESEMITIC	gap	ID_39	26
FELEKESEMITIC	gap	ID_40	11
FELEKESEMITIC	gap	ID_41	3
FELEKESEMITIC	gap	ID_42	2
FELEKESEMITIC	gap	ID_43	3
FELEKESEMITIC	gap	ID_44	2
FELEKESEMITIC	gap	ID_45	2
FELEKESEMITIC	gap	ID_46	2
FELEKESEMITIC	gap	ID_47	2
FELEKESEMITIC	gap	ID_48	2
FELEKESEMITIC	gap	ID_49	2
FELEKESEMITIC	gap	ID_50	4
FELEKESEMITIC	gap	ID_51	6
FELEKESEMITIC	gap	ID_52	2
FELEKESEMITIC	gap	ID_53	19
FELEKESEMITIC	gap	ID_54	2
FELEKESEMITIC	gap	ID_55	2
FELEKESEMITIC	gap	ID_56	3
FELEKESEMITIC	gap	ID_57	8
FELEKESEMITIC	gap	ID_58	4
FELEKESEMITIC	gap	ID_59	3
FELEKESEMITIC	gap	ID_60	2
FELEKESEMITIC	gap	ID_61	2
FELEKESEMITIC	gap	ID_62	9
FELEKESEMITIC	gap	ID_63	2
FELEKESEMITIC	gap	ID_64	2
FELEKESEMITIC	gap	ID_65	3
FELEKESEMITIC	gap	ID_66	2
FELEKESEMITIC	gap	ID_67	2
FELEKESEMITIC	gap	ID_68	3
FELEKESEMITIC	gap	ID_69	3
FELEKESEMITIC	gap	ID_70	3
FELEKESEMITIC	gap	ID_71	3
FELEKESEMITIC	gap	ID_72	2
FELEKESEMITIC	gap	ID_73	2
FELEKESEMITIC	gap	ID_74	2
FELEKESEMITIC	gap	ID_75	14
FELEKESEMITIC	gap	ID_76	23
FELEKESEMITIC	gap	ID_77	2
FELEKESEMITIC	gap	ID_78	2
FELEKESEMITIC	gap	ID_79	2
FELEKESEMITIC	gap	ID_80	3
FELEKESEMITIC	gap	ID_81	3
FELEKESEMITIC	gap	ID_82	12
FELEKESEMITIC	gap	ID_83	2
FELEKESEMITIC	gap	ID_84	2
FELEKESEMITIC	gap	ID_85	2
FELEKESEMITIC	gap	ID_86	2
FELEKESEMITIC	gap	ID_87	3
FELEKESEMITIC	gap	ID_88	3
FELEKESEMITIC	gap	ID_89	3
FELEKESEMITIC	gap	ID_90	2
FELEKESEMITIC	gap	ID_91	2
FELEKESEMITIC	gap	ID_92	2
FELEKESEMITIC	gap	ID_93	2
FELEKESEMITIC	gap	ID_94	2
FELEKESEMITIC	gap	ID_95	2
FELEKESEMITIC	gap	ID_96	2
FELEKESEMITIC	gap	ID_97	2
FELEKESEMITIC	gap	ID_98	3
FELEKESEMITIC	gap	ID_99	2
FELEKESEMITIC	gap	ID_100	3
FELEKESEMITIC	gap	ID_101	2
FELEKESEMITIC	gap	ID_102	3
FELEKESEMITIC	gap	ID_103	2
FELEKESEMITIC	gap	ID_104	34
FELEKESEMITIC	gap	ID_105	3
FELEKESEMITIC	gap	ID_106	2
FELEKESEMITIC	gap	ID_107	2
FELEKESEMITIC	gap	ID_108	3
FELEKESEMITIC	gap	ID_109	3
FELEKESEMITIC	gap	ID_110	4
FELEKESEMITIC	gap	ID_111	3
FELEKESEMITIC	gap	ID_112	5
FELEKESEMITIC	gap	ID_113	3
FELEKESEMITIC	gap	ID_114	2
FELEKESEMITIC	gap	ID_115	2
FELEKESEMITIC	gap	ID_116	2
FELEKESEMITIC	gap	ID_117	2
FELEKESEMITIC	gap	ID_118	2
FELEKESEMITIC	gap	ID_119	2
FELEKESEMITIC	gap	ID_120	2
FELEKESEMITIC	gap	ID_121	9
FELEKESEMITIC	gap	ID_122	2
FELEKESEMITIC	gap	ID_123	2
FELEKESEMITIC	gap	ID_124	2
FELEKESEMITIC	gap	ID_125	2
FELEKESEMITIC	gap	ID_126	2
FELEKESEMITIC	gap	ID_127	3
FELEKESEMITIC	gap	ID_128	2
FELEKESEMITIC	gap	ID_129	2
FELEKESEMITIC	gap	ID_130	3
FELEKESEMITIC	gap	ID_131	3
FELEKESEMITIC	gap	ID_132	3
FELEKESEMITIC	gap	ID_133	2
FELEKESEMITIC	gap	ID_134	3
FELEKESEMITIC	gap	ID_135	2
FELEKESEMITIC	gap	ID_136	3
FELEKESEMITIC	gap	ID_137	2
FELEKESEMITIC	gap	ID_138	2
FELEKESEMITIC	gap	ID_139	2
FELEKESEMITIC	gap	ID_140	2
FELEKESEMITIC	gap	ID_141	2
FELEKESEMITIC	gap	ID_142	2
FELEKESEMITIC	gap	ID_143	3
FELEKESEMITIC	gap	ID_144	2
FELEKESEMITIC	gap	ID_145	2
FELEKESEMITIC	gap	ID_146	2
FELEKESEMITIC	gap	ID_147	9
FELEKESEMITIC	gap	ID_148	4
FELEKESEMITIC	gap	ID_149	2
FELEKESEMITIC	gap	ID_150	2
FELEKESEMITIC	gap	ID_151	4
FELEKESEMITIC	gap	ID_152	2
FELEKESEMITIC	gap	ID_153	2
FELEKESEMITIC	gap	ID_154	3
FELEKESEMITIC	gap	ID_155	3
FELEKESEMITIC	gap	ID_156	3
FELEKESEMITIC	gap	ID_157	3
FELEKESEMITIC	gap	ID_158	3
FELEKESEMITIC	gap	ID_159	4
FELEKESEMITIC	gap	ID_160	2
FELEKESEMITIC	gap	ID_161	3
FELEKESEMITIC	gap	ID_162	4
FELEKESEMITIC	gap	ID_163	2
FELEKESEMITIC	gap	ID_164	3
FELEKESEMITIC	gap	ID_165	3
FELEKESEMITIC	gap	ID_166	2
FELEKESEMITIC	gap	ID_167	3
FELEKESEMITIC	gap	ID_168	3
FELEKESEMITIC	gap	ID_169	2
FELEKESEMITIC	gap	ID_170	2
FELEKESEMITIC	gap	ID_171	2
FELEKESEMITIC	gap	ID_172	3
FELEKESEMITIC	gap	ID_173	13
FELEKESEMITIC	gap	ID_174	3
FELEKESEMITIC	gap	ID_175	4
FELEKESEMITIC	gap	ID_176	6
FELEKESEMITIC	gap	ID_177	2
FELEKESEMITIC	gap	ID_178	3
FELEKESEMITIC	gap	ID_179	10
FELEKESEMITIC	gap	ID_180	4
FELEKESEMITIC	gap	ID_181	3
FELEKESEMITIC	gap	ID_182	3
FELEKESEMITIC	gap	ID_183	3
FELEKESEMITIC	gap	ID_184	3
FELEKESEMITIC	gap	ID_185	2
FELEKESEMITIC	gap	ID_186	2
FELEKESEMITIC	gap	ID_187	2
FELEKESEMITIC	gap	ID_188	3
FELEKESEMITIC	gap	ID_189	4
FELEKESEMITIC	gap	ID_190	2
FELEKESEMITIC	gap	ID_191	3
FELEKESEMITIC	gap	ID_192	3
FELEKESEMITIC	gap	ID_193	3
FELEKESEMITIC	gap	ID_194	3
FELEKESEMITIC	gap	ID_195	2
FELEKESEMITIC	gap	ID_196	2
FELEKESEMITIC	gap	ID_197	6
FELEKESEMITIC	gap	ID_198	4
FELEKESEMITIC	gap	ID_199	3
FELEKESEMITIC	gap	ID_200	4
FELEKESEMITIC	gap	ID_201	3
FELEKESEMITIC	gap	ID_202	3
FELEKESEMITIC	gap	ID_203	4
FELEKESEMITIC	gap	ID_204	4
FELEKESEMITIC	gap	ID_205	3
FELEKESEMITIC	gap	ID_206	4
FELEKESEMITIC	gap	ID_207	5
FELEKESEMITIC	gap	ID_208	3
FELEKESEMITIC	gap	ID_209	4
FELEKESEMITIC	gap	ID_210	3
FELEKESEMITIC	gap	ID_211	3
FELEKESEMITIC	gap	ID_212	3
FELEKESEMITIC	gap	ID_213	2
FELEKESEMITIC	gap	ID_214	2
FELEKESEMITIC	gap	ID_215	5
FELEKESEMITIC	gap	ID_216	8
FELEKESEMITIC	gap	ID_217	3
FELEKESEMITIC	gap	ID_218	7
FELEKESEMITIC	gap	ID_219	4
FELEKESEMITIC	gap	ID_220	3
FELEKESEMITIC	gap	ID_221	3
FELEKESEMITIC	gap	ID_222	7
FELEKESEMITIC	gap	ID_223	3
FELEKESEMITIC	gap	ID_224	7
FELEKESEMITIC	gap	ID_225	3
FELEKESEMITIC	gap	ID_226	6
FELEKESEMITIC	gap	ID_227	2
FELEKESEMITIC	gap	ID_228	2
FELEKESEMITIC	gap	ID_229	2
FELEKESEMITIC	gap	ID_230	4
FELEKESEMITIC	gap	ID_231	3
FELEKESEMITIC	gap	ID_232	3
FELEKESEMITIC	gap	ID_233	4
FELEKESEMITIC	gap	ID_234	5
FELEKESEMITIC	gap	ID_235	2
FELEKESEMITIC	gap	ID_236	5
FELEKESEMITIC	gap	ID_237	5
FELEKESEMITIC	gap	ID_238	4
FELEKESEMITIC	gap	ID_239	7
FELEKESEMITIC	gap	ID_240	3
FELEKESEMITIC	gap	ID_241	7
FELEKESEMITIC	gap	ID_242	4
FELEKESEMITIC	gap	ID_243	2
FELEKESEMITIC	gap	ID_244	2
FELEKESEMITIC	gap	ID_245	5
FELEKESEMITIC	gap	ID_246	1
FELEKESEMITIC	gap	ID_247	1
FELEKESEMITIC	gap	ID_248	1
FELEKESEMITIC	gap	ID_249	1
FELEKESEMITIC	gap	ID_250	1
FELEKESEMITIC	gap	ID_251	1
FELEKESEMITIC	gap	ID_252	1
FELEKESEMITIC	gap	ID_253	1
FELEKESEMITIC	gap	ID_254	1
FELEKESEMITIC	gap	ID_255	1
FELEKESEMITIC	gap	ID_256	1
FELEKESEMITIC	gap	ID_257	1
FELEKESEMITIC	gap	ID_258	1
FELEKESEMITIC	gap	ID_259	1
FELEKESEMITIC	gap	ID_260	1
FELEKESEMITIC	gap	ID_261	1
FELEKESEMITIC	gap	ID_262	1
FELEKESEMITIC	gap	ID_263	1
FELEKESEMITIC	gap	ID_264	1
FELEKESEMITIC	gap	ID_265	1
FELEKESEMITIC	gap	ID_266	1
FELEKESEMITIC	gap	ID_267	1
FELEKESEMITIC	gap	ID_268	1
FELEKESEMITIC	gap	ID_269	1
FELEKESEMITIC	gap	ID_270	1
FELEKESEMITIC	gap	ID_271	1
FELEKESEMITIC	gap	ID_272	1
FELEKESEMITIC	gap	ID_273	1
FELEKESEMITIC	gap	ID_274	1
FELEKESEMITIC	gap	ID_275	1
FELEKESEMITIC	gap	ID_276	1
FELEKESEMITIC	gap	ID_277	1
FELEKESEMITIC	gap	ID_278	1
FELEKESEMITIC	gap	ID_279	1
FELEKESEMITIC	gap	ID_280	1
FELEKESEMITIC	gap	ID_281	1
FELEKESEMITIC	gap	ID_282	1
FELEKESEMITIC	gap	ID_283	1
FELEKESEMITIC	gap	ID_284	1
FELEKESEMITIC	gap	ID_285	1
FELEKESEMITIC	gap	ID_286	1
FELEKESEMITIC	gap	ID_287	1
FELEKESEMITIC	gap	ID_288	1
FELEKESEMITIC	gap	ID_289	1
FELEKESEMITIC	gap	ID_290	1
FELEKESEMITIC	gap	ID_291	1
FELEKESEMITIC	gap	ID_292	1
FELEKESEMITIC	gap	ID_293	1
FELEKESEMITIC	gap	ID_294	1
FELEKESEMITIC	gap	ID_295	1
FELEKESEMITIC	gap	ID_296	1
FELEKESEMITIC	gap	ID_297	1
FELEKESEMITIC	gap	ID_298	1
FELEKESEMITIC	gap	ID_299	1
FELEKESEMITIC	gap	ID_300	1
FELEKESEMITIC	gap	ID_301	1
FELEKESEMITIC	gap	ID_302	1
