ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE
4526	Imbabura	five	pishka	pishka	p i ʃ k a		162	p i ʃ k a	C V C C V
7367	Jauja	five	pichqa	pichqa	p i tʃ ʔ a		162	p i tʃ ʔ a	C V C C V
4534	Maragua	five	pišqa	pišqa	p i ʃ q a		162	p i ʃ q a	C V C C V
4535	Napo	five	pichca	pichca	p i tʃ k a		162	p i tʃ k a	C V C C V
4536	Pacaraos	five	pisqa	pisqa	p i s ʁ a		162	p i s ʁ a	C V C C V
4540	Puno	five	pisqa	pisqa	p i s q a		162	p i s q a	C V C C V
4544	Santiagueno	five	pishqa	pishqa	p i ʃ q a	in disuse because of vulgar connotation	162	p i ʃ q a	C V C C V
4553	Yanac	five	pitsqa	pitsqa	p i ts q a		162	p i ts q a	C V C C V
6870	Apuri	flower	sisa	sisa	s i s a		170	s i s a	C V C V
7260	Azuay	flower	sisa	sisa	s i s a		170	s i s a	C V C V
6893	Huangascar	flower	sisa	sisa	s i s a		170	s i s a	C V C V
6896	Imbabura	flower	sisa	sisa	s i s a		170	s i s a	C V C V
7368	Jauja	flower	sisa	sisa	s i s a		170	s i s a	C V C V
6906	Napo	flower	sisa	sisa	s i s a		170	s i s a	C V C V
6916	Santiagueno	flower	sisa	sisa	s i s a		170	s i s a	C V C V
6871	Apuri	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6873	Apurimac	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6876	Atalla	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6877	Ayacucho	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6881	Chachapoyas	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6894	Huangascar	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6895	HuarazHuailas	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
7369	Jauja	flower	wayta	wayta	w ai t a		172	w ai t a	C V C V
6907	Pacaraos	flower	waycha	waycha	w ai tʃ a		172	w ai tʃ a	C V C V
6926	Yanac	flower	we:ta	we:ta	w eː t a		172	w eː t a	C V C V
6872	Apurimac	flower	tika	tika	t i k a		180	t i k a	C V C V
6905	Maragua	flower	t'ika	t'ika	tʼ i k a		180	tʼ i k a	C V C V
6911	Puno	flower	t'ika	t'ika	tʼ i k a		180	tʼ i k a	C V C V
6882	Chacpar	flower	tuktu	tuktu	t u k t u		174	t u k t u	C V C C V
6883	Chetilla	flower	tuktu	tuktu	t u k t u		174	t u k t u	C V C C V
6889	Huallaga	flower	tuktu	tuktu	t u k t u		174	t u k t u	C V C C V
6897	Inkawasi	flower	tuktu	tuktu	t u k t u		174	t u k t u	C V C C V
1581	Napo	fly, to	huamburina	huamburina	w a m b u r i n a		725	w a m b u r i n a	C V C C V C V C V
1553	Apuri	fly, to	pawa-	pawa-	p a w a		183	p a w a	C V C V
1555	Apurimac	fly, to	pala, pawa	pawa	p a w a		183	p a w a	C V C V
1557	Atalla	fly, to	pawa.	pawa.	p a w a		183	p a w a	C V C V
1558	Ayacucho	fly, to	pawa	pawa	p a w a		183	p a w a	C V C V
1561	Chachapoyas	fly, to	pawa	pawa	p a w a		183	p a w a	C V C V
1571	Huangascar	fly, to	pawa-	pawa-	p a w a		183	p a w a	C V C V
1580	Maragua	fly, to	phawa.	phawa.	pʰ a w a		183	pʰ a w a	C V C V
1589	Santiagueno	fly, to	paay	paay	p aː		183	p aː - -	C V
1563	Chetilla	fly, to	pari	pari	p a r i		34	p a r i	C V C V
1568	Huallaga	fly, to	pa:.ri.	pa:.ri.	p aː r i		34	p aː r i	C V C V
1572	HuarazHuailas	fly, to	paari	paari	p aː r i		34	p aː r i	C V C V
1574	Inkawasi	fly, to	pa.ri.	pa.ri.	p a r i		34	p a r i	C V C V
7370	Jauja	fly, to	paaliy	paaliy	p aː l i		34	p aː l i	C V C V
1582	Pacaraos	fly, to	paari	paari	p aː ɾ i		34	p aː ɾ i	C V C V
3775	Apuri	foot	traki	traki	ʈ a k i		764	ʈ a k i	C V C V
3776	Apurimac	foot	chaki	chaki	tʃ a k i		764	tʃ a k i	C V C V
3778	Atalla	foot	čaki	čaki	tʃ a k i		764	tʃ a k i	C V C V
3779	Ayacucho	foot	chaki	chaki	tʃ a k i		764	tʃ a k i	C V C V
7204	Azuay	foot	chaqui	chaqui	tʃ a k i		764	tʃ a k i	C V C V
3782	Chachapoyas	foot	ĉaki	ĉaki	ʈʂ a k i		764	ʈʂ a k i	C V C V
3783	Chacpar	foot	čaki	čaki	tʃ a k i		764	tʃ a k i	C V C V
3784	Chetilla	foot	ĉaki	ĉaki	ʈʂ a k i		764	ʈʂ a k i	C V C V
3789	Huallaga	foot	čaki	čaki	tʃ a k i		764	tʃ a k i	C V C V
3793	Huangascar	foot	traki	traki	ʈ a k i		764	ʈ a k i	C V C V
3794	HuarazHuailas	foot	chaki	chaki	tʃ a k i		764	tʃ a k i	C V C V
3795	Imbabura	foot	chaki	chaki	tʃ a k i		764	tʃ a k i	C V C V
3796	Inkawasi	foot	ĉaki	ĉaki	ʈʂ a k i		764	ʈʂ a k i	C V C V
7371	Jauja	foot	traki	traki	ʈʂ a k i		764	ʈʂ a k i	C V C V
3804	Maragua	foot	čaki	čaki	tʃ a k i		764	tʃ a k i	C V C V
3805	Napo	foot	chaqui	chaqui	tʃ a k i		764	tʃ a k i	C V C V
3806	Pacaraos	foot	traki	traki	ʈʂ a k i		764	ʈʂ a k i	C V C V
3810	Puno	foot	čaki	čaki	tʃ a k i		764	tʃ a k i	C V C V
3814	Santiagueno	foot	chaki	chaki	tʃ a x i		764	tʃ a x i	C V C V
3824	Yanac	foot	ĉaki	ĉaki	ʈʂ a k i		764	ʈʂ a k i	C V C V
3097	Apuri	forehead	paqtra	paqtra	p a q ʈ a		206	p a q ʈ a	C V C C V
7481	Huangascar	forehead	paqtra	paqtra	p a q ʈ a		206	p a q ʈ a	C V C C V
7373	Jauja	forehead	paqtra	paqtra	p a ʔ ʈʂ a		206	p a ʔ ʈʂ a	C V C C V
3099	Apurimac	forehead	mati	mati	m a t i		202	m a t i	C V C V
7191	Azuay	forehead	mati	mati	m a t i		202	m a t i	C V C V
3131	Puno	forehead	mat'i	mat'i	m a tʼ i		202	m a tʼ i	C V C V
3101	Atalla	forehead	urku	urku	u r k u		204	u r k u	V C C V
3102	Ayacucho	forehead	urku	urku	u ɾ k u		204	u ɾ k u	V C C V
3105	Chachapoyas	forehead	urku	urku	u r k u		204	u r k u	V C C V
3106	Chacpar	forehead	urku	urku	u r k u		204	u r k u	V C C V
3107	Chetilla	forehead	urku	urku	u r k u		204	u r k u	V C C V
3112	Huallaga	forehead	urku	urku	u r k u		204	u r k u	V C C V
3116	HuarazHuailas	forehead	urku	urku	u ɾ k u		204	u ɾ k u	V C C V
3118	Inkawasi	forehead	urku	urku	u r k u		204	u r k u	V C C V
7372	Jauja	forehead	ulku	ulku	u l k u		204	u l k u	V C C V
3143	Yanac	forehead	urku	urku	u r k u		204	u r k u	V C C V
3972	Apuri	four	tawa	tawa	t a w a		214	t a w a	C V C V
3973	Apurimac	four	tawa	tawa	t a w a		214	t a w a	C V C V
3975	Atalla	four	tawa	tawa	t a w a		214	t a w a	C V C V
3976	Ayacucho	four	tawa	tawa	t a w a		214	t a w a	C V C V
3990	Huangascar	four	tawa	tawa	t a w a		214	t a w a	C V C V
7375	Jauja	four	tawa	tawa	t a w a		214	t a w a	C V C V
4000	Maragua	four	tawa	tawa	t a w a		214	t a w a	C V C V
4006	Puno	four	tawa	tawa	t a w a		214	t a w a	C V C V
4010	Santiagueno	four	taa	taa	t aː		214	t aː - -	C V
7172	Azuay	four	chuscu	chuscu	tʃ u s k u		215	tʃ u s k u	C V C C V
3979	Chachapoyas	four	chusku	chusku	tʃ u s k u		215	tʃ u s k u	C V C C V
3980	Chacpar	four	čusku	čusku	tʃ u s k u		215	tʃ u s k u	C V C C V
3981	Chetilla	four	ĉusku	ĉusku	ʈʂ u s k u		215	ʈʂ u s k u	C V C C V
3986	Huallaga	four	čusku	čusku	tʃ u s k u		215	tʃ u s k u	C V C C V
3991	HuarazHuailas	four	chusku	chusku	tʃ u s k u		215	tʃ u s k u	C V C C V
3992	Imbabura	four	chusku	chusku	tʃ u s k u		215	tʃ u s k u	C V C C V
7374	Jauja	four	trusku	trusku	ʈʂ u s k u		215	ʈʂ u s k u	C V C C V
4001	Napo	four	chuscu	chuscu	tʃ u s k u		215	tʃ u s k u	C V C C V
4002	Pacaraos	four	trusku	trusku	ʈʂ u s k u		215	ʈʂ u s k u	C V C C V
4019	Yanac	four	ĉusku	ĉusku	ʈʂ u s k u		215	ʈʂ u s k u	C V C C V
4415	Apuri	fox	atuq	atuq	a t o q		224	a t o q	V C V C
4416	Apurimac	fox	atoq	atoq	a t o q		224	a t o q	V C V C
4418	Atalla	fox	atuχ	atuχ	a t u χ		224	a t u χ	V C V C
4419	Ayacucho	fox	atoq	atoq	a t o χ		224	a t o χ	V C V C
4421	Chachapoyas	fox	atuk	atuk	a t u k		224	a t u k	V C V C
4422	Chacpar	fox	atuq	atuq	a t u q		224	a t u q	V C V C
4423	Chetilla	fox	atoq	atoq	a t o q		224	a t o q	V C V C
4428	Huallaga	fox	atuχ	atuχ	a t u χ		224	a t u χ	V C V C
4431	Huangascar	fox	atuq	atuq	a t o q		224	a t o q	V C V C
4432	HuarazHuailas	fox	atoq	atoq	a t o q		224	a t o q	V C V C
7376	Jauja	fox	atuq	atuq	a t u ʔ		224	a t u ʔ	V C V C
4440	Maragua	fox	atuχ	atuχ	a t u χ		224	a t u χ	V C V C
4441	Pacaraos	fox	achuq	achuq	a tʃ o χ		224	a tʃ o χ	V C V C
4445	Puno	fox	atuχ	atuχ	a t u χ		224	a t u χ	V C V C
4448	Santiagueno	fox	atoq	atoq	a t o χ		224	a t o χ	V C V C
4456	Yanac	fox	atuq	atuq	a t u q		224	a t u q	V C V C
725	Apuri	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
727	Apurimac	full	huntay	huntay	h u n t a		233	h u n t a	C V C C V
729	Atalla	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
730	Ayacucho	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
7278	Azuay	full	junda	junda	h u n d a		233	h u n d a	C V C C V
733	Chachapoyas	full	junta	junta	x u n d a		233	x u n d a	C V C C V
734	Chacpar	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
735	Chetilla	full	unda	unda	u n d a		233	- u n d a	V C C V
741	Huallaga	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
744	Huangascar	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
745	HuarazHuailas	full	huntay	huntay	h u n t ai		233	h u n t ai	C V C C V
746	Imbabura	full	junda	junda	x u n d a		233	x u n d a	C V C C V
747	Inkawasi	full	unda	unda	u n d a		233	- u n d a	V C C V
7377	Jauja	full	hunta	hunta	h u n t a		233	h u n t a	C V C C V
753	Maragua	full	hunt'a	hunt'a	h u n tʼ a		233	h u n tʼ a	C V C C V
754	Napo	full	junda	junda	h u n d a		233	h u n d a	C V C C V
755	Pacaraos	full	hunta	hunta	x u n t a		233	x u n t a	C V C C V
759	Puno	full	hunt'a	hunt'a	h u n tʼ a		233	h u n tʼ a	C V C C V
763	Santiagueno	full	unta	unta	u n t a		233	- u n t a	V C C V
771	Yanac	full	unta	unta	u n t a		233	- u n t a	V C C V
2497	Apuri	give, to	qu-	qu-	q o		243	q o - -	C V
2498	Apurimac	give, to	qo	qo	q o		243	q o - -	C V
2500	Atalla	give, to	χu.	χu.	χ u		243	χ u - -	C V
2501	Ayacucho	give, to	qo	qo	χ o		243	χ o - -	C V
7311	Azuay	give, to	ku-na	ku-na	k u n a		243	k u n a	C V C V
2504	Chachapoyas	give, to	ku	ku	k u		243	k u - -	C V
2505	Chacpar	give, to	ġu.	ġu.	ɢ u		243	ɢ u - -	C V
2506	Chetilla	give, to	qu.	qu.	q u		243	q u - -	C V
2511	Huallaga	give, to	qu.	qu.	q u		243	q u - -	C V
2514	Huangascar	give, to	qu-	qu-	q o		243	q o - -	C V
2515	Imbabura	give, to	kuna	kuna	k u n a		243	k u n a	C V C V
2516	Inkawasi	give, to	qu.	qu.	q u		243	q u - -	C V
7378	Jauja	give, to	quy	quy	ʔ u		243	ʔ u - -	C V
2522	Maragua	give, to	qu.	qu.	q u		243	q u - -	C V
2523	Napo	give, to	cuna	cuna	k u n a		243	k u n a	C V C V
2524	Pacaraos	give, to	qu	qu	χ o		243	χ o - -	C V
2528	Puno	give, to	qu.	qu.	q u		243	q u - -	C V
2531	Santiagueno	give, to	qoy	qoy	q o		243	q o - -	C V
2538	Yanac	give, to	qu.	qu.	q u		243	q u - -	C V
1279	Apuri	go, to	aywa-	aywa-	ai w a		101	ai w a	V C V
1289	Chacpar	go, to	e:wa	e:wa	eː w a		101	eː w a	V C V
1295	Huallaga	go, to	away	away	a w a		101	a w a	V C V
1299	Huangascar	go, to	aywa-	aywa-	ai w a		101	ai w a	V C V
1301	HuarazHuailas	go, to	ayway	ayway	ai w a		101	ai w a	V C V
1297	Jauja	go, to	ayway	ayway	ai w a		101	ai w a	V C V
1330	Yanac	go, to	e:wa	e:wa	eː w a		101	eː w a	V C V
1280	Apuri	go, to	ri-	ri-	ɾ i		251	ɾ i - -	C V
1281	Apurimac	go, to	ri	ri	r i		251	r i - -	C V
1283	Atalla	go, to	ri.	ri.	r i		251	r i - -	C V
1284	Ayacucho	go, to	ri	ri	ɾ i		251	ɾ i - -	C V
7288	Azuay	go, to	ri-na	ri-na	ɾ i n a		251	ɾ i n a	C V C V
1288	Chachapoyas	go, to	ri	ri	r i		251	r i - -	C V
1290	Chetilla	go, to	ri	ri	r i		251	r i - -	C V
1300	Huangascar	go, to	ri-	ri-	ɾ i		251	ɾ i - -	C V
1302	Imbabura	go, to	rina	rina	ɾ i n a		251	ɾ i n a	C V C V
1303	Inkawasi	go, to	ri., ři	ri.	r i		251	r i - -	C V
1311	Maragua	go, to	ri.	ri.	r i		251	r i - -	C V
1312	Napo	go, to	rina	rina	r i n a		251	r i n a	C V C V
1313	Pacaraos	go, to	ri	ri	ɾ i		251	ɾ i - -	C V
1317	Puno	go, to	ri.	ri.	r i		251	r i - -	C V
1322	Santiagueno	go, to	riy	riy	ɾ iː		251	ɾ iː - -	C V
6159	Apurimac	gold	qori	qori	q o r i		260	q o r i	C V C V
6161	Atalla	gold	χuri	χuri	χ u r i		260	χ u r i	C V C V
6162	Ayacucho	gold	qori	qori	χ o ɾ i		260	χ o ɾ i	C V C V
7246	Azuay	gold	curi	curi	k u ɾ i		260	k u ɾ i	C V C V
6164	Chachapoyas	gold	kuri	kuri	k u r i		260	k u r i	C V C V
6165	Chacpar	gold	quri	quri	q u r i		260	q u r i	C V C V
6166	Chetilla	gold	quri	quri	q u r i		260	q u r i	C V C V
6171	Huallaga	gold	quri	quri	q u r i		260	q u r i	C V C V
6174	HuarazHuailas	gold	qori	qori	q o ɾ i		260	q o ɾ i	C V C V
6175	Imbabura	gold	kuri	kuri	k u ɾ i		260	k u ɾ i	C V C V
7461	Jauja	gold	curi	curi	q u r i		260	q u r i	C V C V
6182	Maragua	gold	quri	quri	q u r i		260	q u r i	C V C V
6183	Napo	gold	curi	curi	k u r i		260	k u r i	C V C V
6187	Puno	gold	quri	quri	q u r i		260	q u r i	C V C V
6190	Santiagueno	gold	qori	qori	q o ɾ i		260	q o ɾ i	C V C V
6201	Yanac	gold	quri	quri	q u r i		260	q u r i	C V C V
6820	Apuri	grass	qiwa	qiwa	q e w a		197	q e w a	C V C V
7259	Azuay	grass	quihua	quihua, yuyu	k i w a		197	k i w a	C V C V
6827	Chachapoyas	grass	kiwa, waylla	kiwa	k i w a		197	k i w a	C V C V
6830	Chetilla	grass	qiwa	qiwa	q i w a		197	q i w a	C V C V
7514	Huallaga	grass	qiwa	qiwa	q e w a		197	q e w a	C V C V
6839	Huangascar	grass	qiwa	qiwa	q e w a		197	q e w a	C V C V
6840	HuarazHuailas	grass	qewa	qewa	q e w a		197	q e w a	C V C V
6841	Imbabura	grass	jiwa	jiwa	x i w a		197	x i w a	C V C V
6842	Inkawasi	grass	χiwa	χiwa	χ i w a		197	χ i w a	C V C V
7456	Jauja	grass	qiwa	qiwa	q i w a		197	q i w a	C V C V
6850	Napo	grass	quihua	quihua	k i w a		197	k i w a	C V C V
6851	Pacaraos	grass	qiwa	qiwa	χ e w a		197	χ e w a	C V C V
6821	Apurimac	grass	qora	qora	q o r a		268	q o r a	C V C V
6823	Atalla	grass	χura	χura	χ u r a		268	χ u r a	C V C V
6824	Ayacucho	grass	qora	qora	χ o ɾ a		268	χ o ɾ a	C V C V
6829	Chacpar	grass	qura	qura	q u r a		268	q u r a	C V C V
7455	Jauja	grass	qula	qula	q u l a		268	q u l a	C V C V
6849	Maragua	grass	qura	qura	q u r a		268	q u r a	C V C V
6855	Puno	grass	qura	qura	q u r a		268	q u r a	C V C V
6867	Yanac	grass	qura	qura	q u r a		268	q u r a	C V C V
100	Apurimac	green	qomir	qomir	q o m i r		279	q o m i r	C V C V C
102	Ayacucho	green	qumiř	qumiř	χ u m i ɽ	Huancavelica only	279	χ u m i ɽ	C V C V C
120	Maragua	green	q'umir	q'umir	qʼ u m i r		279	qʼ u m i r	C V C V C
126	Puno	green	q'umir	q'umir	qʼ u m i r		279	qʼ u m i r	C V C V C
128	Santiagueno	green	qomer	qomer	q o m e ɾ		279	q o m e ɾ	C V C V C
104	Chachapoyas	green	chikyaj	chikyaj	tʃ i k j a x		282	tʃ i k j a x	C V C C V C
106	Chetilla	green	čiγyax	čiγyax	tʃ i ʁ j a x		282	tʃ i ʁ j a x	C V C C V C
115	Inkawasi	green	čiχyaχ	čiχyaχ	tʃ i χ j a χ		282	tʃ i χ j a χ	C V C C V C
135	Yanac	green	tsiqyaq	tsiqyaq	ts i q j a q		282	ts i q j a q	C V C C V C
105	Chacpar	green	verde	verde	b e r d e		281	b e r d e	C V C C V
110	Huallaga	green	verde	verde	b e r d e		281	b e r d e	C V C C V
113	HuarazHuailas	green	beri	beri	b e ɾ i		281	b e ɾ - i	C V C V
114	Imbabura	green	birdi	birdi	b i ɾ d i		281	b i ɾ d i	C V C C V
121	Napo	green	birdi	birdi	b i r d i		281	b i r d i	C V C C V
122	Pacaraos	green	berdi	berdi	b e r d i		281	b e r d i	C V C C V
3146	Apuri	hair	aqcha	aqcha	a q tʃ a		287	a q tʃ a	V C C V
7192	Azuay	hair	agcha	agcha	a g tʃ a		287	a g tʃ a	V C C V
3155	Chacpar	hair	aqtsa	aqtsa	a q ts a		287	a q ts a	V C C V
3156	Chetilla	hair	aχča	aχča	a χ tʃ a		287	a χ tʃ a	V C C V
3161	Huallaga	hair	aχča	aχča	a χ tʃ a		287	a χ tʃ a	V C C V
3164	Huangascar	hair	aqcha, chukcha	aqcha	a q tʃ a		287	a q tʃ a	V C C V
3166	HuarazHuailas	hair	aqtsa	aqtsa	a q ts a		287	a q ts a	V C C V
3167	Imbabura	hair	akcha	akcha	a k tʃ a		287	a k tʃ a	V C C V
3168	Inkawasi	hair	aχča	aχča	a χ tʃ a		287	a χ tʃ a	V C C V
7379	Jauja	hair	aqcha	aqcha	a ʔ tʃ a		287	a ʔ tʃ a	V C C V
3176	Napo	hair	accha	accha	a k tʃ a		287	a k tʃ a	V C C V
3177	Pacaraos	hair	aqsa	aqsa	a χ s a		287	a χ s a	V C C V
3195	Yanac	hair	aqtsa	aqtsa	a q ts a		287	a q ts a	V C C V
3147	Apuri	hair	chukcha	chukcha	tʃ u k tʃ a		286	tʃ u k tʃ a	C V C C V
3148	Apurimac	hair	chukcha	chukcha	tʃ u k tʃ a		286	tʃ u k tʃ a	C V C C V
3150	Atalla	hair	čukča	čukča	tʃ u k tʃ a		286	tʃ u k tʃ a	C V C C V
3151	Ayacucho	hair	chukcha	chukcha	tʃ u k tʃ a		286	tʃ u k tʃ a	C V C C V
3154	Chachapoyas	hair	chujcha	chujcha	tʃ u x tʃ a		286	tʃ u x tʃ a	C V C C V
3165	Huangascar	hair	aqcha, chukcha	chukcha	tʃ u k tʃ a		286	tʃ u k tʃ a	C V C C V
3175	Maragua	hair	čuxča	čuxča	tʃ u x tʃ a		286	tʃ u x tʃ a	C V C C V
3181	Puno	hair	čuxča	čuxča	tʃ u x tʃ a		286	tʃ u x tʃ a	C V C C V
3185	Santiagueno	hair	chukcha	chukcha	tʃ u x tʃ a		286	tʃ u x tʃ a	C V C C V
3585	Apuri	hand	maki	maki	m a k i		295	m a k i	C V C V
3586	Apurimac	hand	maki	maki	m a k i		295	m a k i	C V C V
3588	Atalla	hand	maki	maki	m a k i		295	m a k i	C V C V
3589	Ayacucho	hand	maki	maki	m a k i		295	m a k i	C V C V
7200	Azuay	hand	maqui	maqui	m a k i		295	m a k i	C V C V
3592	Chachapoyas	hand	maki	maki	m a k i		295	m a k i	C V C V
3593	Chacpar	hand	maki	maki	m a k i		295	m a k i	C V C V
3594	Chetilla	hand	maki	maki	m a k i		295	m a k i	C V C V
3599	Huallaga	hand	maki	maki	m a k i		295	m a k i	C V C V
3602	Huangascar	hand	maki	maki	m a k i		295	m a k i	C V C V
3603	HuarazHuailas	hand	maki	maki	m a k i		295	m a k i	C V C V
3604	Imbabura	hand	maki	maki	m a k i		295	m a k i	C V C V
3605	Inkawasi	hand	maki	maki	m a k i		295	m a k i	C V C V
7380	Jauja	hand	maki	maki	m a k i		295	m a k i	C V C V
3612	Maragua	hand	maki	maki	m a k i		295	m a k i	C V C V
3613	Napo	hand	maqui	maqui	m a k i		295	m a k i	C V C V
3614	Pacaraos	hand	maki	maki	m a k i		295	m a k i	C V C V
3618	Puno	hand	maki	maki	m a k i		295	m a k i	C V C V
3622	Santiagueno	hand	maki	maki	m a x i		295	m a x i	C V C V
3631	Yanac	hand	maki	maki	m a k i		295	m a k i	C V C V
1186	Apuri	happy (be)	kushi	kushi	k u ʃ i		303	k u ʃ - - i -	C V C V
1187	Apurimac	happy (be)	kusa, kusi	kusa	k u s a		303	k u s - - a -	C V C V
1190	Atalla	happy (be)	kusi	kusi	k u s i		303	k u s - - i -	C V C V
1191	Ayacucho	happy (be)	kusi	kusi	k u s i		303	k u s - - i -	C V C V
7286	Azuay	happy (be)	cushi-ug	cushi-ug	k u ʃ i u g		303	k u ʃ i - u g	C V C V V C
1194	Chachapoyas	happy (be)	kushi	kushi	k u ʃ i		303	k u ʃ - - i -	C V C V
1195	Chacpar	happy (be)	kuši	kuši	k u ʃ i		303	k u ʃ - - i -	C V C V
1196	Chetilla	happy (be)	kuši	kuši	k u ʃ i		303	k u ʃ - - i -	C V C V
1201	Huallaga	happy (be)	kuši	kuši	k u ʃ i		303	k u ʃ - - i -	C V C V
1204	Huangascar	happy (be)	kushi	kushi	k u ʃ i		303	k u ʃ - - i -	C V C V
1205	HuarazHuailas	happy (be)	kushi	kushi	k u ʃ i		303	k u ʃ - - i -	C V C V
1206	Imbabura	happy (be)	kushilla	kushilla	k u ʃ i ʎ a		303	k u ʃ i ʎ a -	C V C V C V
1207	Inkawasi	happy (be)	kuši	kuši	k u ʃ i		303	k u ʃ - - i -	C V C V
7381	Jauja	happy (be)	kushisha	kushisha	k u ʃ i ʎ a		303	k u ʃ i ʎ a -	C V C V C V
1213	Maragua	happy (be)	kusi	kusi	k u s i		303	k u s - - i -	C V C V
1214	Napo	happy (be)	cushi	cushi	k u ʃ i	alegría	303	k u ʃ - - i -	C V C V
1215	Pacaraos	happy (be)	kushi-ku	kushi-ku	k u ʃ i k u		303	k u ʃ i k u -	C V C V C V
1219	Puno	happy (be)	kusi	kusi	k u s i		303	k u s - - i -	C V C V
1222	Santiagueno	happy (be)	kusi	kusi	k u s i		303	k u s - - i -	C V C V
1230	Yanac	happy (be)	kuši	kuši	k u ʃ i		303	k u ʃ - - i -	C V C V
3002	Apuri	head	uma	uma	u m a		309	u m a	V C V
3003	Apurimac	head	uma	uma	u m a		309	u m a	V C V
3005	Atalla	head	uma	uma	u m a		309	u m a	V C V
3006	Ayacucho	head	uma	uma	u m a		309	u m a	V C V
7189	Azuay	head	uma	uma	u m a		309	u m a	V C V
3009	Chachapoyas	head	uma	uma	u m a		309	u m a	V C V
3010	Chacpar	head	uma	uma	u m a		309	u m a	V C V
3011	Chetilla	head	uma	uma	u m a		309	u m a	V C V
3016	Huallaga	head	uma	uma	u m a		309	u m a	V C V
3019	Huangascar	head	uma	uma	u m a		309	u m a	V C V
3020	HuarazHuailas	head	uma	uma	u m a		309	u m a	V C V
3021	Imbabura	head	uma	uma	u m a		309	u m a	V C V
3022	Inkawasi	head	uma	uma	u m a		309	u m a	V C V
7382	Jauja	head	uma	uma	u m a		309	u m a	V C V
3029	Maragua	head	uma	uma	u m a		309	u m a	V C V
3030	Napo	head	uma	uma	u m a		309	u m a	V C V
3031	Pacaraos	head	uma	uma	u m a		309	u m a	V C V
3035	Puno	head	uma	uma	u m a		309	u m a	V C V
3039	Santiagueno	head	uma	uma	u m a		309	u m a	V C V
2222	Apuri	hear, to	uyari	uyari	u j a		319	u j - - a	V C V
2223	Atalla	hear, to	uya.ri.	uya.ri.	u j a r i		319	u j a r i	V C V C V
2224	Ayacucho	hear, to	uyari	uyari	u j a ɾ i		319	u j a ɾ i	V C V C V
7305	Azuay	hear, to	uya-na	uya-na	u j a n a		319	u j a n a	V C V C V
2229	Chetilla	hear, to	uya.	uya.	u j a		319	u j - - a	V C V
2237	Huangascar	hear, to	uyari	uyari	u j a		319	u j - - a	V C V
2239	Imbabura	hear, to	uyana	uyana	u j a n a		319	u j a n a	V C V C V
2240	Inkawasi	hear, to	uya.	uya.	u j a		319	u j - - a	V C V
7383	Jauja	hear, to	uya	uya	u j a		319	u j - - a	V C V
2246	Maragua	hear, to	uya.ri.	uya.ri.	u j a ɾ i		319	u j a ɾ i	V C V C V
2247	Napo	hear, to	uyana	uyana	u j a n a		319	u j a n a	V C V C V
2248	Pacaraos	hear, to	uya	uya	u j a		319	u j - - a	V C V
2252	Puno	hear, to	uya.ri.	uya.ri.	u j a ɾ i		319	u j a ɾ i	V C V C V
2256	Santiagueno	hear, to	uyariy	uyariy	u j a ɾ iː		319	u j a ɾ iː	V C V C V
2227	Chachapoyas	hear, to	wiyari	wiyari	w i j a r i		65	w i j a r i	C V C V C V
2228	Chacpar	hear, to	wiya.	wiya.	w i j a		65	w i j - - a	C V C V
2234	Huallaga	hear, to	wiya.	wiya.	w i j a		65	w i j - - a	C V C V
2238	HuarazHuailas	hear, to	wiyay	wiyay	w i j a		65	w i j - - a	C V C V
2264	Yanac	hear, to	wiya.	wiya.	w i j a		65	w i j - - a	C V C V
4318	Apurimac	heart	sonqo	sonqo	s o n q o		328	s o n q o	C V C C V
4320	Atalla	heart	sunġu	sunġu	s u n ɢ u		328	s u n ɢ u	C V C C V
4321	Ayacucho	heart	sonqo	sonqo	s o ŋ χ o		328	s o ŋ χ o	C V C C V
7214	Azuay	heart	shungu	shungu	ʃ u n g u		328	ʃ u n g u	C V C C V
4324	Chachapoyas	heart	shunku	shunku	ʃ u n g u		328	ʃ u n g u	C V C C V
4325	Chacpar	heart	šunγu	šunγu	ʃ u n ʁ u		328	ʃ u n ʁ u	C V C C V
4326	Chetilla	heart	shonqo	shonqo	ʃ o n q o		328	ʃ o n q o	C V C C V
4331	Huallaga	heart	šunqu	šunqu	ʃ u n q u		328	ʃ u n q u	C V C C V
4334	Huangascar	heart	shunqu	shunqu	ʃ o ŋ q u		328	ʃ o ŋ q u	C V C C V
4335	HuarazHuailas	heart	shonqu	shonqu	ʃ o ɲ q u		328	ʃ o ɲ q u	C V C C V
