ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
289	Shexian	sunflower	葵花莲	kʰwe⁴⁴xwa³¹le⁴⁴	kʰ w e ⁴⁴ x w a ³¹		358	365	kʰ w e - ⁴⁴ x w a ³¹	C C V T C C V T	kʰ w e - - - - ⁴⁴ x w a ³¹ l e ⁴⁴	kʰ w e ⁴⁴ x w a ³¹ l e ⁴⁴	C C V T C C V T C V T
288	Taiyuan	sunflower	葵花	kʰwejuei¹¹xwa¹¹	kʰ w e j ¹¹ x w a ¹¹		358	365	kʰ w e j ¹¹ x w a ¹¹	C C V C T C C V T	kʰ w e j u/w e i ¹¹ x w a ¹¹ - - -	kʰ w e j u/w e i ¹¹ x w a ¹¹	C C V C V V V T C C V T
1046	Changsha	supper	夜饭	ja¹¹fan¹¹	j a ¹¹ f a ¹¹		67	612	j a ¹¹ f a ¹¹	C V T C V T	- - - - - j a ¹¹ f a n ¹¹	j a ¹¹ f a n ¹¹	C V T C V C T
1057	Chengdu	supper	夜饭	je¹³fan¹³	j e ¹³ f a ¹³		67	612	j e ¹³ f a ¹³	C V T C V T	- - - - - j e ¹³ f a n ¹³	j e ¹³ f a n ¹³	C V T C V C T
1052	Hangzhou	supper	夜饭	ɦi¹³vᴇ̃¹³	i ¹³ v ᴇ̃/ẽ̞ ¹³		67	612	- i ¹³ v ᴇ̃/ẽ̞ ¹³	V T C V T	- - - - ɦ - i ¹³ v ᴇ̃/ẽ̞ - ¹³	ɦ i ¹³ v ᴇ̃/ẽ̞ ¹³	C V T C V T
1055	Nanchang	supper	夜饭	jɑ²¹fan²¹	j ɑ ²¹ f a ²¹		67	612	j ɑ ²¹ f a ²¹	C V T C V T	- - - - - j ɑ ²¹ f a n ²¹	j ɑ ²¹ f a n ²¹	C V T C V C T
1062	Shanghai	supper	夜饭	ɦja¹³ve¹³	j a ¹³ v e ¹³		67	612	j a ¹³ v e ¹³	C V T C V T	- - - - ɦ j a ¹³ v e - ¹³	ɦ j a ¹³ v e ¹³	C C V T C V T
1059	Shexian	supper	夜饭	ja²²fɛ²²	j a ²² f ɛ ²²		67	612	j a ²² f ɛ ²²	C V T C V T	- - - - - j a ²² f ɛ - ²²	j a ²² f ɛ ²²	C V T C V T
1058	Taiyuan	supper	黑夜饭	xəʔ²je⁴⁵fæ̃⁴⁵	j e ⁴⁵ f æ̃ ⁴⁵		67	612	j e ⁴⁵ f æ̃ ⁴⁵	C V T C V T	x ə ʔ ² - j e ⁴⁵ f æ̃ - ⁴⁵	x ə ʔ ² j e ⁴⁵ f æ̃ ⁴⁵	C V C T C V T C V T
1060	Beijing	supper	晚饭	wan²¹⁴fan⁵¹	w a n ²¹⁴ f a n ⁵¹		852	762	w a n ²¹⁴ f a n ⁵¹	C V C T C V C T	w a n ²¹⁴ f a n ⁵¹	w a n ²¹⁴ f a n ⁵¹	C V C T C V C T
1056	Chengdu	supper	晚饭	wan⁵³fan¹³	w a n ⁵³ f a n ¹³		852	762	w a n ⁵³ f a n ¹³	C V C T C V C T	w a n ⁵³ f a n ¹³	w a n ⁵³ f a n ¹³	C V C T C V C T
1054	Guangzhou	supper	晚饭	man²³fan²²	m a n ²³ f a n ²²		852	762	m a n ²³ f a n ²²	C V C T C V C T	m a n ²³ f a n ²²	m a n ²³ f a n ²²	C V C T C V C T
1047	Guixian	supper	晚饭	wan⁴²fan²¹³	w a n ⁴² f a n ²¹³		852	762	w a n ⁴² f a n ²¹³	C V C T C V C T	w a n ⁴² f a n ²¹³	w a n ⁴² f a n ²¹³	C V C T C V C T
1050	Hefei	supper	晚饭	wæ̃²⁴fæ̃⁵³	w æ̃ ²⁴ f æ̃ ⁵³		852	762	w æ̃ - ²⁴ f æ̃ - ⁵³	C V T C V T	w æ̃ - ²⁴ f æ̃ - ⁵³	w æ̃ ²⁴ f æ̃ ⁵³	C V T C V T
1051	Jinan	supper	晚饭	vã⁵⁵fã²¹	v ã ⁵⁵ f ã ²¹		852	762	v ã - ⁵⁵ f ã - ²¹	C V T C V T	v ã - ⁵⁵ f ã - ²¹	v ã ⁵⁵ f ã ²¹	C V T C V T
1061	Kunming	supper	晚饭	wᴀ̃⁵³fᴀ̃²¹²	w ᴀ̃/ã̱ ⁵³ f ᴀ̃/ã̱ ²¹²		852	762	w ᴀ̃/ã̱ - ⁵³ f ᴀ̃/ã̱ - ²¹²	C V T C V T	w ᴀ̃/ã̱ - ⁵³ f ᴀ̃/ã̱ - ²¹²	w ᴀ̃/ã̱ ⁵³ f ᴀ̃/ã̱ ²¹²	C V T C V T
2144	Beijing	sweet	甜	tʰjan³⁵	tʰ j a ³⁵		1177	157	tʰ j a ³⁵	C C V T	tʰ j a n ³⁵	tʰ j a n ³⁵	C C V C T
2133	Changsha	sweet	甜	tjẽ¹³	t j ẽ ¹³		1177	157	t j ẽ ¹³	C C V T	t j ẽ - ¹³	t j ẽ ¹³	C C V T
2141	Chengdu	sweet	甜	tʰjan³¹	tʰ j a ³¹		1177	157	tʰ j a ³¹	C C V T	tʰ j a n ³¹	tʰ j a n ³¹	C C V C T
2139	Guangzhou	sweet	甜	tʰim²¹	tʰ i ²¹		1177	157	tʰ - i ²¹	C V T	tʰ - i m ²¹	tʰ i m ²¹	C V C T
2134	Guixian	sweet	甜	tʰjan²¹	tʰ j a ²¹		1177	157	tʰ j a ²¹	C C V T	tʰ j a n ²¹	tʰ j a n ²¹	C C V C T
2138	Hangzhou	sweet	甜	djᴇ̃²¹³	d j ᴇ̃/ẽ̞ ²¹³		1177	157	d j ᴇ̃/ẽ̞ ²¹³	C C V T	d j ᴇ̃/ẽ̞ - ²¹³	d j ᴇ̃/ẽ̞ ²¹³	C C V T
2136	Hefei	sweet	甜	tʰjɪ̃⁵⁵	tʰ j ɪ̃ ⁵⁵		1177	157	tʰ j ɪ̃ ⁵⁵	C C V T	tʰ j ɪ̃ - ⁵⁵	tʰ j ɪ̃ ⁵⁵	C C V T
2137	Jinan	sweet	甜	tʰjã⁴²	tʰ j ã ⁴²		1177	157	tʰ j ã ⁴²	C C V T	tʰ j ã - ⁴²	tʰ j ã ⁴²	C C V T
2145	Kunming	sweet	甜	tʰjɛ̃³¹	tʰ j ɛ̃ ³¹		1177	157	tʰ j ɛ̃ ³¹	C C V T	tʰ j ɛ̃ - ³¹	tʰ j ɛ̃ ³¹	C C V T
2132	Meixian	sweet	甜	tʰjam¹¹	tʰ j a ¹¹		1177	157	tʰ j a ¹¹	C C V T	tʰ j a m ¹¹	tʰ j a m ¹¹	C C V C T
2140	Nanchang	sweet	甜	tʰjɛn²⁴	tʰ j ɛ ²⁴		1177	157	tʰ j ɛ ²⁴	C C V T	tʰ j ɛ n ²⁴	tʰ j ɛ n ²⁴	C C V C T
2146	Shanghai	sweet	甜	di¹³	d i ¹³		1177	157	d - i ¹³	C V T	d - i - ¹³	d i ¹³	C V T
2143	Shexian	sweet	甜	tʰe⁴⁴	tʰ e ⁴⁴		1177	157	tʰ - e ⁴⁴	C V T	tʰ - e - ⁴⁴	tʰ e ⁴⁴	C V T
2142	Taiyuan	sweet	甜	tʰje¹¹	tʰ j e ¹¹		1177	157	tʰ j e ¹¹	C C V T	tʰ j e - ¹¹	tʰ j e ¹¹	C C V T
2135	Xiamen	sweet	甜	tĩ⁵⁵	t ĩ ⁵⁵		1177	157	t - ĩ ⁵⁵	C V T	t - ĩ - ⁵⁵	t ĩ ⁵⁵	C V T
339	Guangzhou	sweet potato	番薯	fan⁵³sy²¹	f a n ⁵³ s y ²¹		393	396	f a n ⁵³ s y ²¹	C V C T C V T	f a n ⁵³ s y ²¹	f a n ⁵³ s y ²¹	C V C T C V T
338	Hangzhou	sweet potato	番薯	fᴇ̃³³ʣy¹³	f ᴇ̃/ẽ̞ ³³ dz y ¹³		393	396	f ᴇ̃/ẽ̞ - ³³ dz y ¹³	C V T C V T	f ᴇ̃/ẽ̞ - ³³ dz y ¹³	f ᴇ̃/ẽ̞ ³³ dz y ¹³	C V T C V T
331	Meixian	sweet potato	番薯	fan⁴⁴su¹¹	f a n ⁴⁴ s u ¹¹		393	396	f a n ⁴⁴ s u ¹¹	C V C T C V T	f a n ⁴⁴ s u ¹¹	f a n ⁴⁴ s u ¹¹	C V C T C V T
332	Changsha	sweet potato	红薯	xoŋ¹³ɕy¹¹	x o ŋ ¹³ ɕ y ¹¹		737	668	x o ŋ ¹³ ɕ y ¹¹	C V C T C V T	x - o ŋ ¹³ ɕ y ¹¹	x o ŋ ¹³ ɕ y ¹¹	C V C T C V T
341	Nanchang	sweet potato	红薯	fuŋ⁴⁵ɕy⁴⁵	f u ŋ ⁴⁵ ɕ y ⁴⁵		737	668	f u ŋ ⁴⁵ ɕ y ⁴⁵	C V C T C V T	f - u ŋ ⁴⁵ ɕ y ⁴⁵	f u ŋ ⁴⁵ ɕ y ⁴⁵	C V C T C V T
343	Taiyuan	sweet potato	红薯	xwəŋ¹¹su⁵³	x ə ŋ ¹¹ s u ⁵³		737	668	x ə ŋ ¹¹ s u ⁵³	C V C T C V T	x w ə ŋ ¹¹ s u ⁵³	x w ə ŋ ¹¹ s u ⁵³	C C V C T C V T
571	Beijing	table	桌子	t͡ʂwo⁵⁵ʦɿ²	ʈʂ o ⁵⁵ ts ɿ		718	652	ʈʂ o ⁵⁵ ts ɿ	C V T C V	ʈʂ w o - ⁵⁵ ts ɿ - ²	ʈʂ w o ⁵⁵ ts ɿ ²	C C V T C V T
559	Changsha	table	桌子	ʦo²⁴ʦɿ	ts o ²⁴ ts ɿ		718	652	ts o ²⁴ ts ɿ	C V T C V	ts - o - ²⁴ ts ɿ - -	ts o ²⁴ ts ɿ	C V T C V
568	Chengdu	table	桌子	ʦo³¹ʦɿ⁵³	ts o ³¹ ts ɿ		718	652	ts o ³¹ ts ɿ	C V T C V	ts - o - ³¹ ts ɿ - ⁵³	ts o ³¹ ts ɿ ⁵³	C V T C V T
560	Guixian	table	桌子	ʦo²¹ʦɿ⁴²	ts o ²¹ ts ɿ		718	652	ts o ²¹ ts ɿ	C V T C V	ts - o - ²¹ ts ɿ - ⁴²	ts o ²¹ ts ɿ ⁴²	C V T C V T
565	Hangzhou	table	桌子	ʦoʔ⁵ʦɿ	ts o ⁵ ts ɿ		718	652	ts o ⁵ ts ɿ	C V T C V	ts - o ʔ ⁵ ts ɿ - -	ts o ʔ ⁵ ts ɿ	C V C T C V
563	Hefei	table	桌子	t͡ʂwɐ⁵ʦə	ʈʂ ɐ ⁵ ts ə		718	652	ʈʂ ɐ ⁵ ts ə	C V T C V	ʈʂ w ɐ - ⁵ ts ə - -	ʈʂ w ɐ ⁵ ts ə	C C V T C V
564	Jinan	table	桌子	t͡ʂwə²¹³ʦɿ	ʈʂ ə ²¹³ ts ɿ		718	652	ʈʂ ə ²¹³ ts ɿ	C V T C V	ʈʂ w ə - ²¹³ ts ɿ - -	ʈʂ w ə ²¹³ ts ɿ	C C V T C V
572	Kunming	table	桌子	t͡ʂo³¹ʦɿ⁵³	ʈʂ o ³¹ ts ɿ		718	652	ʈʂ o ³¹ ts ɿ	C V T C V	ʈʂ - o - ³¹ ts ɿ - ⁵³	ʈʂ o ³¹ ts ɿ ⁵³	C V T C V T
567	Nanchang	table	桌子	ʦɔʔ⁵ʦɿ⁰²	ts ɔ ⁵ ts ɿ		718	652	ts ɔ ⁵ ts ɿ	C V T C V	ts - ɔ ʔ ⁵ ts ɿ - ⁰²/¹²	ts ɔ ʔ ⁵ ts ɿ ⁰²/¹²	C V C T C V T
569	Taiyuan	table	桌子	ʦwaʔ²ʦəʔ	ts a ² ts ə		718	652	ts a ² ts ə	C V T C V	ts w a ʔ ² ts ə ʔ -	ts w a ʔ ² ts ə ʔ	C C V C T C V C
2546	Beijing	take	拿	na³⁵	n a ³⁵		1103	89	n a ³⁵	C V T	n a ³⁵	n a ³⁵	C V T
2534	Changsha	take	拿	la³³	l a ³³		1103	89	l a ³³	C V T	l a ³³	l a ³³	C V T
2543	Chengdu	take	拿	na³¹	n a ³¹		1103	89	n a ³¹	C V T	n a ³¹	n a ³¹	C V T
2535	Guixian	take	拿	la²¹	l a ²¹		1103	89	l a ²¹	C V T	l a ²¹	l a ²¹	C V T
2538	Hefei	take	拿	la⁵⁵	l a ⁵⁵		1103	89	l a ⁵⁵	C V T	l a ⁵⁵	l a ⁵⁵	C V T
2539	Jinan	take	拿	na⁴²	n a ⁴²		1103	89	n a ⁴²	C V T	n a ⁴²	n a ⁴²	C V T
2547	Kunming	take	拿	nᴀ³¹	n ᴀ/a̱ ³¹		1103	89	n ᴀ/a̱ ³¹	C V T	n ᴀ/a̱ ³¹	n ᴀ/a̱ ³¹	C V T
2533	Meixian	take	拿	na⁴⁴	n a ⁴⁴		1103	89	n a ⁴⁴	C V T	n a ⁴⁴	n a ⁴⁴	C V T
2548	Shanghai	take	拿	ne⁵³	n e ⁵³		1103	89	n e ⁵³	C V T	n e ⁵³	n e ⁵³	C V T
2544	Taiyuan	take	拿	na¹¹	n a ¹¹		1103	89	n a ¹¹	C V T	n a ¹¹	n a ¹¹	C V T
2725	Beijing	ten	十	ʂʅ³⁵	ʂ ʅ ³⁵		805	720	ʂ ʅ - ³⁵	C V T	ʂ ʅ - ³⁵	ʂ ʅ ³⁵	C V T
2713	Changsha	ten	十	ʂʅ²⁴	ʂ ʅ ²⁴		805	720	ʂ ʅ - ²⁴	C V T	ʂ ʅ - ²⁴	ʂ ʅ ²⁴	C V T
2722	Chengdu	ten	十	sɿ³¹	s ɿ ³¹		805	720	s ɿ - ³¹	C V T	s ɿ - ³¹	s ɿ ³¹	C V T
2720	Guangzhou	ten	十	sɐp²	s ɐ p ²		805	720	s ɐ p ²	C V C T	s ɐ p ²	s ɐ p ²	C V C T
2715	Guixian	ten	十	sɿ²¹	s ɿ ²¹		805	720	s ɿ - ²¹	C V T	s ɿ - ²¹	s ɿ ²¹	C V T
2719	Hangzhou	ten	十	zəʔ²	z ə ʔ ²		805	720	z ə ʔ ²	C V C T	z ə ʔ ²	z ə ʔ ²	C V C T
2717	Hefei	ten	十	ʂəʔ⁵	ʂ ə ʔ ⁵		805	720	ʂ ə ʔ ⁵	C V C T	ʂ ə ʔ ⁵	ʂ ə ʔ ⁵	C V C T
2718	Jinan	ten	十	ʂʅ⁴²	ʂ ʅ ⁴²		805	720	ʂ ʅ - ⁴²	C V T	ʂ ʅ - ⁴²	ʂ ʅ ⁴²	C V T
2726	Kunming	ten	十	ʂʅ³¹	ʂ ʅ ³¹		805	720	ʂ ʅ - ³¹	C V T	ʂ ʅ - ³¹	ʂ ʅ ³¹	C V T
2712	Meixian	ten	十	səp⁵	s ə p ⁵		805	720	s ə p ⁵	C V C T	s ə p ⁵	s ə p ⁵	C V C T
2721	Nanchang	ten	十	sɨʔ²	s ɨ ʔ ²		805	720	s ɨ ʔ ²	C V C T	s ɨ ʔ ²	s ɨ ʔ ²	C V C T
2727	Shanghai	ten	十	zəʔ¹	z ə ʔ ¹		805	720	z ə ʔ ¹	C V C T	z ə ʔ ¹	z ə ʔ ¹	C V C T
2724	Shexian	ten	十	ɕi²²	ɕ i ²²		805	720	ɕ i - ²²	C V T	ɕ i - ²²	ɕ i ²²	C V T
2723	Taiyuan	ten	十	səʔ⁵⁴	s ə ʔ ⁵⁴		805	720	s ə ʔ ⁵⁴	C V C T	s ə ʔ ⁵⁴	s ə ʔ ⁵⁴	C V C T
2716	Xiamen	ten	十	ʦap⁵	ts a p ⁵		805	720	ts a p ⁵	C V C T	ts a p ⁵	ts a p ⁵	C V C T
1775	Beijing	that	那个	na⁵¹kə¹	n a ⁵¹ k ə ¹		888	795	n a ⁵¹ k ə ¹	C V T C V T	n a - ⁵¹ k ə - ¹	n a ⁵¹ k ə ¹	C V T C V T
1762	Changsha	that	那个	laj⁵⁵ko	l a ⁵⁵ k o		888	795	l a ⁵⁵ k o -	C V T C V	l a j ⁵⁵ k o - -	l a j ⁵⁵ k o	C V C T C V
1771	Chengdu	that	那个	na¹³ko¹³	n a ¹³ k o ¹³		888	795	n a ¹³ k o ¹³	C V T C V T	n a - ¹³ k o - ¹³	n a ¹³ k o ¹³	C V T C V T
1764	Guixian	that	那个	a⁵⁵ko²¹³	a ⁵⁵ k o ²¹³		888	795	- a ⁵⁵ k o ²¹³	V T C V T	- a - ⁵⁵ k o - ²¹³	a ⁵⁵ k o ²¹³	V T C V T
1768	Hangzhou	that	那个	nɑ⁵³koʔ⁵	n ɑ ⁵³ k o ⁵		888	795	n ɑ ⁵³ k o ⁵	C V T C V T	n ɑ - ⁵³ k o ʔ ⁵	n ɑ ⁵³ k o ʔ ⁵	C V T C V C T
1766	Hefei	that	那个	lɑʔ⁵ko	l ɑ ⁵ k o		888	795	l ɑ ⁵ k o -	C V T C V	l ɑ ʔ ⁵ k o - -	l ɑ ʔ ⁵ k o	C V C T C V
1767	Jinan	that	那个	na²¹kə	n a ²¹ k ə		888	795	n a ²¹ k ə -	C V T C V	n a - ²¹ k ə - -	n a ²¹ k ə	C V T C V
1776	Kunming	that	那个	nə²¹²kə²¹²	n ə ²¹² k ə ²¹²		888	795	n ə ²¹² k ə ²¹²	C V T C V T	n ə - ²¹² k ə - ²¹²	n ə ²¹² k ə ²¹²	C V T C V T
1773	Shexian	that	那个	na²²ko	n a ²² k o		888	795	n a ²² k o -	C V T C V	n a - ²² k o - -	n a ²² k o	C V T C V
1696	Changsha	there	那里	la⁵⁵li	l a ⁵⁵ l i		519	498	l a ⁵⁵ l i	C V T C V	l a - ⁵⁵ l i	l a ⁵⁵ l i	C V T C V
1706	Hangzhou	there	那里	nɑ⁴⁴⁵li	n ɑ ⁴⁴⁵ l i		519	498	n ɑ ⁴⁴⁵ l i	C V T C V	n ɑ - ⁴⁴⁵ l i	n ɑ ⁴⁴⁵ l i	C V T C V
1703	Jinan	there	那里	na²¹ȵi	n a ²¹ ɲ i		519	498	n a ²¹ ɲ i	C V T C V	n a - ²¹ ɲ i	n a ²¹ ɲ i	C V T C V
1712	Taiyuan	there	那里	nəʔ²lɤ	n ə ² l ɤ		519	498	n ə ² l ɤ	C V T C V	n ə ʔ ² l ɤ	n ə ʔ ² l ɤ	C V C T C V
1698	Guixian	there	那点	a⁵⁵tɛ⁴²	a ⁵⁵ t ɛ ⁴²		482	466	- a ⁵⁵ t - ɛ ⁴²	V T C V T	- a - ⁵⁵ t - ɛ ⁴² - -	a ⁵⁵ t ɛ ⁴²	V T C V T
1718	Kunming	there	那点儿	nə²¹²tjə³¹ə³¹	n ə ²¹² t j ə ³¹		482	466	n ə ²¹² t j ə ³¹	C V T C C V T	n ə - ²¹² t j ə ³¹ ə ³¹	n ə ²¹² t j ə ³¹ ə ³¹	C V T C C V T V T
1713	Taiyuan	there	那儿家	nar⁴⁵ʨja⁵³	n a ⁴⁵ tɕ j a ⁵³		482	466	n a ⁴⁵ tɕ j a ⁵³	C V T C C V T	n a r ⁴⁵ tɕ j a ⁵³ - -	n a r ⁴⁵ tɕ j a ⁵³	C V C T C C V T
1717	Beijing	there	那下儿	na⁵¹xar	n a ⁵¹		655	600	n a ⁵¹	C V T	n - a - ⁵¹ x a r - -	n a ⁵¹ x a r	C V T C V C
1616	Beijing	they	他们	tʰam̩⁵⁵	tʰ a ⁵⁵		1200	178	tʰ a ⁵⁵ - - -	C V T	tʰ a m̩ ⁵⁵ - - - -	tʰ a m̩ ⁵⁵	C V C T
1605	Changsha	they	他们	tʰa³³mən	tʰ a ³³ m ə n		1200	178	tʰ a ³³ m ə n	C V T C V C	tʰ a - ³³ m ə n -	tʰ a ³³ m ə n	C V T C V C
1614	Chengdu	they	他们	tʰa⁵⁵mən³¹	tʰ a ⁵⁵ m ə n		1200	178	tʰ a ⁵⁵ m ə n	C V T C V C	tʰ a - ⁵⁵ m ə n ³¹	tʰ a ⁵⁵ m ə n ³¹	C V T C V C T
1607	Guixian	they	他们	la⁵⁵men⁵⁵	l a ⁵⁵ m e n		1200	178	l a ⁵⁵ m e n	C V T C V C	l a - ⁵⁵ m e n ⁵⁵	l a ⁵⁵ m e n ⁵⁵	C V T C V C T
1611	Hangzhou	they	他们	tʰɑ³³men²¹³	tʰ ɑ ³³ m e n		1200	178	tʰ ɑ ³³ m e n	C V T C V C	tʰ ɑ - ³³ m e n ²¹³	tʰ ɑ ³³ m e n ²¹³	C V T C V C T
1608	Hefei	they	他们	tʰa²¹mən	tʰ a ²¹ m ə n		1200	178	tʰ a ²¹ m ə n	C V T C V C	tʰ a - ²¹ m ə n -	tʰ a ²¹ m ə n	C V T C V C
1609	Jinan	they	他们	tʰa⁵⁵mẽ	tʰ a ⁵⁵ m ẽ		1200	178	tʰ a ⁵⁵ m ẽ -	C V T C V	tʰ a - ⁵⁵ m ẽ - -	tʰ a ⁵⁵ m ẽ	C V T C V
1617	Kunming	they	他们	tʰə⁴⁴mə⁴⁴	tʰ ə ⁴⁴ m ə		1200	178	tʰ ə ⁴⁴ m ə -	C V T C V	tʰ ə - ⁴⁴ m ə - ⁴⁴	tʰ ə ⁴⁴ m ə ⁴⁴	C V T C V T
1615	Taiyuan	they	他们	tʰa¹¹məʔ	tʰ a ¹¹ m ə ʔ		1200	178	tʰ a ¹¹ m ə ʔ	C V T C V C	tʰ a - ¹¹ m ə ʔ -	tʰ a ¹¹ m ə ʔ	C V T C V C
2306	Beijing	thick	粗	ʦʰu⁵⁵	tsʰ u ⁵⁵		1146	126	tsʰ u ⁵⁵	C V T	tsʰ u - ⁵⁵	tsʰ u ⁵⁵	C V T
2297	Changsha	thick	粗	ʦʰəw³³	tsʰ ə ³³		1146	126	tsʰ ə ³³	C V T	tsʰ ə w ³³	tsʰ ə w ³³	C V C T
2303	Chengdu	thick	粗	ʦʰu⁵⁵	tsʰ u ⁵⁵		1146	126	tsʰ u ⁵⁵	C V T	tsʰ u - ⁵⁵	tsʰ u ⁵⁵	C V T
2298	Guixian	thick	粗	ʦʰu⁵⁵	tsʰ u ⁵⁵		1146	126	tsʰ u ⁵⁵	C V T	tsʰ u - ⁵⁵	tsʰ u ⁵⁵	C V T
2301	Hangzhou	thick	粗	ʦʰu³³	tsʰ u ³³		1146	126	tsʰ u ³³	C V T	tsʰ u - ³³	tsʰ u ³³	C V T
2299	Hefei	thick	粗	ʦʰu²¹	tsʰ u ²¹		1146	126	tsʰ u ²¹	C V T	tsʰ u - ²¹	tsʰ u ²¹	C V T
2300	Jinan	thick	粗	ʦʰu²¹³	tsʰ u ²¹³		1146	126	tsʰ u ²¹³	C V T	tsʰ u - ²¹³	tsʰ u ²¹³	C V T
2308	Kunming	thick	粗	ʦʰu⁴⁴	tsʰ u ⁴⁴		1146	126	tsʰ u ⁴⁴	C V T	tsʰ u - ⁴⁴	tsʰ u ⁴⁴	C V T
2296	Meixian	thick	粗	ʦʰɿ⁴⁴	tsʰ ɿ ⁴⁴		1146	126	tsʰ ɿ ⁴⁴	C V T	tsʰ ɿ - ⁴⁴	tsʰ ɿ ⁴⁴	C V T
2302	Nanchang	thick	粗	ʦʰu⁴²	tsʰ u ⁴²		1146	126	tsʰ u ⁴²	C V T	tsʰ u - ⁴²	tsʰ u ⁴²	C V T
2309	Shanghai	thick	粗	ʦʰu⁵³	tsʰ u ⁵³		1146	126	tsʰ u ⁵³	C V T	tsʰ u - ⁵³	tsʰ u ⁵³	C V T
2305	Shexian	thick	粗	ʦʰu³¹	tsʰ u ³¹		1146	126	tsʰ u ³¹	C V T	tsʰ u - ³¹	tsʰ u ³¹	C V T
2304	Taiyuan	thick	粗	ʦʰu¹¹	tsʰ u ¹¹		1146	126	tsʰ u ¹¹	C V T	tsʰ u - ¹¹	tsʰ u ¹¹	C V T
2224	Beijing	thin	瘦	ʂow⁵¹	ʂ o w ⁵¹		683	626	ʂ o w ⁵¹	C V C T	ʂ - o w ⁵¹	ʂ o w ⁵¹	C V C T
2213	Changsha	thin	瘦	ʂəw⁵⁵	ʂ ə w ⁵⁵		683	626	ʂ ə w ⁵⁵	C V C T	ʂ - ə w ⁵⁵	ʂ ə w ⁵⁵	C V C T
2221	Chengdu	thin	瘦	səw¹³	s ə w ¹³		683	626	s ə w ¹³	C V C T	s - ə w ¹³	s ə w ¹³	C V C T
2219	Guangzhou	thin	瘦	sɐw³³	s ɐ w ³³		683	626	s ɐ w ³³	C V C T	s - ɐ w ³³	s ɐ w ³³	C V C T
2215	Guixian	thin	瘦	səw²¹³	s ə w ²¹³		683	626	s ə w ²¹³	C V C T	s - ə w ²¹³	s ə w ²¹³	C V C T
2218	Hangzhou	thin	瘦	sej⁴⁴⁵	s e j ⁴⁴⁵		683	626	s e j ⁴⁴⁵	C V C T	s - e j ⁴⁴⁵	s e j ⁴⁴⁵	C V C T
2216	Hefei	thin	瘦	sɯ⁵³	s ɯ ⁵³		683	626	s ɯ - ⁵³	C V T	s - ɯ - ⁵³	s ɯ ⁵³	C V T
2217	Jinan	thin	瘦	ʂow²¹	ʂ o w ²¹		683	626	ʂ o w ²¹	C V C T	ʂ - o w ²¹	ʂ o w ²¹	C V C T
2225	Kunming	thin	瘦	səw²¹²	s ə w ²¹²		683	626	s ə w ²¹²	C V C T	s - ə w ²¹²	s ə w ²¹²	C V C T
2212	Meixian	thin	瘦	sew⁵³	s e w ⁵³		683	626	s e w ⁵³	C V C T	s - e w ⁵³	s e w ⁵³	C V C T
2220	Nanchang	thin	瘦	sɛw⁴⁵	s ɛ w ⁴⁵		683	626	s ɛ w ⁴⁵	C V C T	s - ɛ w ⁴⁵	s ɛ w ⁴⁵	C V C T
2226	Shanghai	thin	瘦	sɤ³⁵	s ɤ ³⁵		683	626	s ɤ - ³⁵	C V T	s - ɤ - ³⁵	s ɤ ³⁵	C V T
2223	Shexian	thin	瘦	ɕju³²⁴	ɕ u ³²⁴		683	626	ɕ u - ³²⁴	C V T	ɕ j u - ³²⁴	ɕ j u ³²⁴	C C V T
2222	Taiyuan	thin	瘦	səw⁴⁵	s ə w ⁴⁵		683	626	s ə w ⁴⁵	C V C T	s - ə w ⁴⁵	s ə w ⁴⁵	C V C T
1758	Beijing	this	这个	t͡ʂə⁵¹kə¹	ʈʂ ə ⁵¹ k ə ¹		984	883	ʈʂ ə ⁵¹ k ə ¹	C V T C V T	ʈʂ ə ⁵¹ k ə ¹	ʈʂ ə ⁵¹ k ə ¹	C V T C V T
1756	Chengdu	this	这个	ʦe¹³ko¹³	ts e ¹³ k o ¹³		984	883	ts e ¹³ k o ¹³	C V T C V T	ts e ¹³ k o ¹³	ts e ¹³ k o ¹³	C V T C V T
1749	Guixian	this	这个	ʦɿ⁵⁵ko²¹³	ts ɿ ⁵⁵ k o ²¹³		984	883	ts ɿ ⁵⁵ k o ²¹³	C V T C V T	ts ɿ ⁵⁵ k o ²¹³	ts ɿ ⁵⁵ k o ²¹³	C V T C V T
1752	Jinan	this	这个	t͡ʂə²¹kə	ʈʂ ə ²¹ k ə		984	883	ʈʂ ə ²¹ k ə -	C V T C V	ʈʂ ə ²¹ k ə -	ʈʂ ə ²¹ k ə	C V T C V
1759	Kunming	this	这个	t͡ʂʅ⁴⁴kə²¹²	ʈʂ ʅ ⁴⁴ k ə ²¹²		984	883	ʈʂ ʅ ⁴⁴ k ə ²¹²	C V T C V T	ʈʂ ʅ ⁴⁴ k ə ²¹²	ʈʂ ʅ ⁴⁴ k ə ²¹²	C V T C V T
