ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
588	Beijing	stairs	楼梯	low³⁵tʰi⁵⁵	l o w ³⁵ tʰ i ⁵⁵		1035	31	l o w ³⁵ tʰ - i - ⁵⁵	C V C T C V T
575	Changsha	stairs	楼梯	ləw¹³tʰi³³	l ə w ¹³ tʰ i ³³		1035	31	l ə w ¹³ tʰ - i - ³³	C V C T C V T
584	Chengdu	stairs	楼梯	nəw³¹tʰi⁵⁵	n ə w ³¹ tʰ i ⁵⁵		1035	31	n ə w ³¹ tʰ - i - ⁵⁵	C V C T C V T
582	Guangzhou	stairs	楼梯	lɐw²¹tʰɐj⁵⁵	l ɐ w ²¹ tʰ ɐ j ⁵⁵		1035	31	l ɐ w ²¹ tʰ - ɐ j ⁵⁵	C V C T C V C T
576	Guixian	stairs	楼梯	ləw²¹tʰi⁵⁵	l ə w ²¹ tʰ i ⁵⁵		1035	31	l ə w ²¹ tʰ - i - ⁵⁵	C V C T C V T
579	Hefei	stairs	楼梯	lɯ⁵⁵ʦʰɿ²¹	l ɯ ⁵⁵ tsʰ ɿ ²¹		1035	31	l ɯ - ⁵⁵ tsʰ - ɿ - ²¹	C V T C V T
580	Jinan	stairs	楼梯	low²¹tʰi²¹³	l o w ²¹ tʰ i ²¹³		1035	31	l o w ²¹ tʰ - i - ²¹³	C V C T C V T
589	Kunming	stairs	楼梯	ləw³¹tʰi⁴⁴	l ə w ³¹ tʰ i ⁴⁴		1035	31	l ə w ³¹ tʰ - i - ⁴⁴	C V C T C V T
583	Nanchang	stairs	楼梯	lɛw⁴⁵tʰi⁰⁴	l ɛ w ⁴⁵ tʰ i ⁰⁴/¹⁴		1035	31	l ɛ w ⁴⁵ tʰ - i - ⁰⁴/¹⁴	C V C T C V T
585	Taiyuan	stairs	楼梯	ləw¹¹tʰi¹¹	l ə w ¹¹ tʰ i ¹¹		1035	31	l ə w ¹¹ tʰ - i - ¹¹	C V C T C V T
577	Xiamen	stairs	楼梯	law³⁵tʰwi	l a w ³⁵ tʰ w i		1035	31	l a w ³⁵ tʰ w i - -	C V C T C C V
51	Meixian	star	星儿	sen⁴⁴ne	s e n ⁴⁴ n e		1127	110	s - e - - - n ⁴⁴ n - e - -	C V C T C V
63	Beijing	star	星星	ɕiŋ⁵⁵ɕiŋ²	ɕ i ŋ ⁵⁵ ɕ i ŋ ²		6	553	ɕ - i ŋ ⁵⁵ ɕ - i ŋ - - ²	C V C T C V C T
52	Changsha	star	星子	sin³³ʦɿ	s i n ³³ ts ɿ		6	553	s - i n ³³ ts - ɿ - - - -	C V C T C V
60	Chengdu	star	星星儿	ɕin⁵⁵ɕir⁵⁵	ɕ i n ⁵⁵ ɕ i r ⁵⁵		6	553	ɕ - i n ⁵⁵ ɕ - i r - - ⁵⁵	C V C T C V C T
58	Guangzhou	star	星	seŋ⁵⁵	s e ŋ ⁵⁵		6	553	s - e ŋ ⁵⁵ - - - - - - -	C V C T
53	Guixian	star	星宿	ɕin⁵⁵ɕju²¹³	ɕ i n ⁵⁵ ɕ j u ²¹³		6	553	ɕ - i n ⁵⁵ ɕ j u - - - ²¹³	C V C T C C V T
57	Hangzhou	star	星	ɕin³³	ɕ i n ³³		6	553	ɕ - i n ³³ - - - - - - -	C V C T
55	Hefei	star	星	ɕin²¹	ɕ i n ²¹		6	553	ɕ - i n ²¹ - - - - - - -	C V C T
56	Jinan	star	星	ɕiŋ²¹³	ɕ i ŋ ²¹³		6	553	ɕ - i ŋ ²¹³ - - - - - - -	C V C T
64	Kunming	star	星宿	ɕĩ⁴⁴ɕjəwiəu²¹²	ɕ ĩ ⁴⁴ ɕ j ə w i əu ²¹²		6	553	ɕ - ĩ - ⁴⁴ ɕ j ə w i əu ²¹²	C V T C C V C V V T
59	Nanchang	star	星子	sjɑŋ⁴²ʦɿ⁰²	s j ɑ ŋ ⁴² ts ɿ ⁰²/¹²		6	553	s j ɑ ŋ ⁴² ts - ɿ - - - ⁰²/¹²	C C V C T C V T
65	Shanghai	star	星	ɕiŋ⁵³	ɕ i ŋ ⁵³		6	553	ɕ - i ŋ ⁵³ - - - - - - -	C V C T
62	Shexian	star	天星	tʰe³¹sjʌ̃³¹	tʰ e ³¹ s j ʌ̃ ³¹		6	553	tʰ - e - ³¹ s j ʌ̃ - - - ³¹	C V T C C V T
61	Taiyuan	star	星宿	ɕi¹¹ɕjəwiəu⁴⁵	ɕ i ¹¹ ɕ j ə w i əu ⁴⁵		6	553	ɕ - i - ¹¹ ɕ j ə w i əu ⁴⁵	C V T C C V C V V T
54	Xiamen	star	星	ʦʰĩ⁵⁵	tsʰ ĩ ⁵⁵		6	553	tsʰ - ĩ - ⁵⁵ - - - - - - -	C V T
2293	Beijing	stinky	臭	t͡ʂʰow⁵¹	ʈʂʰ o w ⁵¹		133	188	ʈʂʰ - o w ⁵¹	C V C T
2281	Changsha	stinky	臭	t͡ʂʰəw⁵⁵	ʈʂʰ ə w ⁵⁵		133	188	ʈʂʰ - ə w ⁵⁵	C V C T
2290	Chengdu	stinky	臭	ʦʰəw¹³	tsʰ ə w ¹³		133	188	tsʰ - ə w ¹³	C V C T
2287	Guangzhou	stinky	臭	ʦʰɐw³³	tsʰ ɐ w ³³		133	188	tsʰ - ɐ w ³³	C V C T
2282	Guixian	stinky	臭	ʦʰəw²¹³	tsʰ ə w ²¹³		133	188	tsʰ - ə w ²¹³	C V C T
2286	Hangzhou	stinky	臭	ʦʰej⁴⁴⁵	tsʰ e j ⁴⁴⁵		133	188	tsʰ - e j ⁴⁴⁵	C V C T
2284	Hefei	stinky	臭	t͡ʂʰɯ⁵³	ʈʂʰ ɯ ⁵³		133	188	ʈʂʰ - ɯ - ⁵³	C V T
2285	Jinan	stinky	臭	t͡ʂʰow²¹	ʈʂʰ o w ²¹		133	188	ʈʂʰ - o w ²¹	C V C T
2294	Kunming	stinky	臭	t͡ʂʰəw²¹²	ʈʂʰ ə w ²¹²		133	188	ʈʂʰ - ə w ²¹²	C V C T
2280	Meixian	stinky	臭	ʦʰu⁵³	tsʰ u ⁵³		133	188	tsʰ - u - ⁵³	C V T
2289	Nanchang	stinky	臭	ʦʰɨw²¹³	tsʰ ɨ w ²¹³		133	188	tsʰ - ɨ w ²¹³	C V C T
2295	Shanghai	stinky	臭	ʦʰɤ³⁵	tsʰ ɤ ³⁵		133	188	tsʰ - ɤ - ³⁵	C V T
2292	Shexian	stinky	臭	ʨʰju³²⁴	tɕʰ j u ³²⁴		133	188	tɕʰ j u - ³²⁴	C C V T
2291	Taiyuan	stinky	臭	ʦʰəw⁴⁵	tsʰ ə w ⁴⁵		133	188	tsʰ - ə w ⁴⁵	C V C T
2283	Xiamen	stinky	臭	ʦʰaw²¹	tsʰ a w ²¹		133	188	tsʰ - a w ²¹	C V C T
24	Beijing	sun	日头	ʐʅ⁵¹tʰow¹	ʐ ʅ ⁵¹ tʰ o w ¹		184	225	- ʐ ʅ - ⁵¹ tʰ - o w ¹	C V T C V C T
3	Changsha	sun	日头	ʐʅ²⁴təw	ʐ ʅ ²⁴ t ə w		184	225	- ʐ ʅ - ²⁴ t - ə w -	C V T C V C
13	Guangzhou	sun	热头	jit²tʰɐw²¹	j i t ² tʰ ɐ w ²¹		184	225	j - i t ² tʰ - ɐ w ²¹	C V C T C V C T
8	Hefei	sun	日头	ʐəʔ⁵tʰɯ	ʐ ə ʔ ⁵ tʰ ɯ		184	225	- ʐ ə ʔ ⁵ tʰ - ɯ - -	C V C T C V
11	Jinan	sun	日头	ʐʅ²¹tʰow	ʐ ʅ ²¹ tʰ o w		184	225	- ʐ ʅ - ²¹ tʰ - o w -	C V T C V C
26	Kunming	sun	热头	ʐə³¹tʰəw³¹	ʐ ə ³¹ tʰ ə w ³¹		184	225	- ʐ ə - ³¹ tʰ - ə w ³¹	C V T C V C T
1	Meixian	sun	日头	ŋit¹tʰew¹¹	ŋ i t ¹ tʰ e w ¹¹		184	225	ŋ - i t ¹ tʰ - e w ¹¹	C V C T C V C T
16	Nanchang	sun	日头	ȵiʔ⁵tʰu⁰²	ɲ i ʔ ⁵ tʰ u ⁰²/¹²		184	225	ɲ - i ʔ ⁵ tʰ - u - ⁰²/¹²	C V C T C V T
28	Shanghai	sun	日头	ȵjɪʔ¹dɤ¹³	ɲ j ɪ ʔ ¹ d ɤ ¹³		184	225	ɲ j ɪ ʔ ¹ d - ɤ - ¹³	C C V C T C V T
20	Shexian	sun	日头	ni²²tʰju⁴⁴	n i ²² tʰ j u ⁴⁴		184	225	n - i - ²² tʰ j u - ⁴⁴	C V T C C V T
5	Xiamen	sun	日头	lit⁵tʰaw	l i t ⁵ tʰ a w		184	225	l - i t ⁵ tʰ - a w -	C V C T C V C
22	Beijing	sun	太阳	tʰaj⁵¹jɑŋ¹	tʰ a j ⁵¹ j ɑ ŋ ¹		469	456	tʰ a j ⁵¹ - - j ɑ ŋ ¹	C V C T C V C T
2	Changsha	sun	太阳	tʰaj⁵⁵jan¹³	tʰ a j ⁵⁵ j a n ¹³		469	456	tʰ a j ⁵⁵ - - j a n ¹³	C V C T C V C T
17	Chengdu	sun	太阳	tʰaj¹³jaŋ³¹	tʰ a j ¹³ j a ŋ ³¹		469	456	tʰ a j ¹³ - - j a ŋ ³¹	C V C T C V C T
14	Guangzhou	sun	太阳	tʰaj³³jœŋ²¹	tʰ a j ³³ j œ ŋ ²¹		469	456	tʰ a j ³³ - - j œ ŋ ²¹	C V C T C V C T
4	Guixian	sun	太阳	tʰaj²¹³jaŋ²¹	tʰ a j ²¹³ j a ŋ ²¹		469	456	tʰ a j ²¹³ - - j a ŋ ²¹	C V C T C V C T
12	Hangzhou	sun	太阳	tʰᴇ⁴⁴⁵ɦjɑŋ²¹³	tʰ ᴇ/e̞ ⁴⁴⁵ ɦ j ɑ ŋ ²¹³		469	456	tʰ ᴇ/e̞ - ⁴⁴⁵ - ɦ j ɑ ŋ ²¹³	C V T C C V C T
7	Hefei	sun	太阳	tʰᴇ⁵³jɑ̃	tʰ ᴇ/e̞ ⁵³ j ɑ̃		469	456	tʰ ᴇ/e̞ - ⁵³ - - j ɑ̃ - -	C V T C V
9	Jinan	sun	太阳	tʰɛ²¹jaŋ	tʰ ɛ ²¹ j a ŋ		469	456	tʰ ɛ - ²¹ - - j a ŋ -	C V T C V C
25	Kunming	sun	太阳	tʰæ²¹²jᴀ̃³¹	tʰ æ ²¹² j ᴀ̃/ã̱ ³¹		469	456	tʰ æ - ²¹² - - j ᴀ̃/ã̱ - ³¹	C V T C V T
15	Nanchang	sun	太阳	tʰaj²¹³iŋ⁰⁴	tʰ a j ²¹³ i ŋ ⁰⁴/¹⁴		469	456	tʰ a j ²¹³ - - - i ŋ ⁰⁴/¹⁴	C V C T V C T
27	Shanghai	sun	太阳	tʰa³⁴ɦjã¹³	tʰ a ³ ⁴ ɦ j ã ¹³		469	456	tʰ a - ³ ⁴ ɦ j ã - ¹³	C V T T C C V T
21	Shexian	sun	太阳	tʰa³²⁴ja⁴⁴	tʰ a ³²⁴ j a ⁴⁴		469	456	tʰ a - ³²⁴ - - j a - ⁴⁴	C V T C V T
19	Taiyuan	sun	太阳	taj⁴⁵jɒ̃¹¹	t a j ⁴⁵ j ɒ̃ ¹¹		469	456	t a j ⁴⁵ - - j ɒ̃ - ¹¹	C V C T C V T
6	Xiamen	sun	太阳	tʰaj²¹jɔŋ³⁵	tʰ a j ²¹ j ɔ ŋ ³⁵		469	456	tʰ a j ²¹ - - j ɔ ŋ ³⁵	C V C T C V C T
23	Beijing	sun	老爷儿	lɑw²¹⁴ir³⁵	l ɑ w ²¹⁴ i r ³⁵		594	548	l ɑ w ²¹⁴ - - - - - i r ³⁵	C V C T V C T
10	Jinan	sun	老爷爷儿	lɔ⁵⁵jə⁴²jər⁴²	l ɔ ⁵⁵ j ə ⁴² j ə r ⁴²		594	548	l ɔ - ⁵⁵ j ə ⁴² - j ə r ⁴²	C V T C V T C V C T
292	Beijing	sunflower	向日葵	ɕjaŋ⁵¹ʐʅ¹kʰwejuei³⁵	ɕ j a ŋ ⁵¹ ʐ ʅ ¹ kʰ w e j u/w e i ³⁵		928	831	ɕ j a ŋ ⁵¹ ʐ ʅ - ¹ kʰ w e j u/w e i ³⁵	C C V C T C V T C C V C V V V T
285	Chengdu	sunflower	向日葵	ɕjaŋ¹³zɿ³¹kʰwejuei³¹	ɕ j a ŋ ¹³ z ɿ ³¹ kʰ w e j u/w e i ³¹		928	831	ɕ j a ŋ ¹³ z ɿ - ³¹ kʰ w e j u/w e i ³¹	C C V C T C V T C C V C V V V T
282	Guangzhou	sunflower	向日葵	hœŋ³³jɐt²kʰwɐj²¹	h œ ŋ ³³ j ɐ t ² kʰ w ɐ j ²¹		928	831	h - œ ŋ ³³ j ɐ t ² kʰ w ɐ j - - - ²¹	C V C T C V C T C C V C T
281	Hangzhou	sunflower	向日葵	ɕjɑŋ⁴⁴⁵zʔ²gwi²¹³	ɕ j ɑ ŋ ⁴⁴⁵ z ʔ ² g w i ²¹³		928	831	ɕ j ɑ ŋ ⁴⁴⁵ z - ʔ ² g w i - - - - ²¹³	C C V C T C C T C C V T
273	Meixian	sunflower	向日葵	hjoŋ⁵³ŋit¹kʰwi¹¹	h j o ŋ ⁵³ ŋ i t ¹ kʰ w i ¹¹		928	831	h j o ŋ ⁵³ ŋ i t ¹ kʰ w i - - - - ¹¹	C C V C T C V C T C C V T
295	Shanghai	sunflower	向日葵	ɕjã³⁵zəʔ¹²gwe¹³	ɕ j ã ³⁵ z ə ʔ ¹² g w e ¹³		928	831	ɕ j ã - ³⁵ z ə ʔ ¹² g w e - - - - ¹³	C C V T C V C T C C V T
276	Xiamen	sunflower	向日葵	hjɔŋ²¹lit⁵kʰwi	h j ɔ ŋ ²¹ l i t ⁵ kʰ w i		928	831	h j ɔ ŋ ²¹ l i t ⁵ kʰ w i - - - - -	C C V C T C V C T C C V
293	Beijing	sunflower	葵花	kʰwejuei³⁵xwa⁵⁵	kʰ w e j u/w e i ³⁵ x w a ⁵⁵		358	365	kʰ w e j u/w e i ³⁵ x w a ⁵⁵ - - -	C C V C V V V T C C V T
274	Changsha	sunflower	葵花	kwejuei¹³fa³³	k w e j u/w e i ¹³ f a ³³		358	365	k w e j u/w e i ¹³ - f a ³³ - - -	C C V C V V V T C V T
287	Chengdu	sunflower	葵花	kʰwejuei³¹xwa⁵⁵	kʰ w e j u/w e i ³¹ x w a ⁵⁵		358	365	kʰ w e j u/w e i ³¹ x w a ⁵⁵ - - -	C C V C V V V T C C V T
283	Guangzhou	sunflower	葵花	kʰwɐj²¹fa⁵⁵	kʰ w ɐ j ²¹ f a ⁵⁵		358	365	kʰ w ɐ j - - - ²¹ - f a ⁵⁵ - - -	C C V C T C V T
275	Guixian	sunflower	葵花	kʰwejuei²¹xwa⁵⁵	kʰ w e j u/w e i ²¹ x w a ⁵⁵		358	365	kʰ w e j u/w e i ²¹ x w a ⁵⁵ - - -	C C V C V V V T C C V T
280	Hangzhou	sunflower	葵花	gwi²¹³hwɑ³³	g w i ²¹³ h w ɑ ³³		358	365	g w i - - - - ²¹³ h w ɑ ³³ - - -	C C V T C C V T
278	Hefei	sunflower	葵花	kʰwe⁵⁵xwa²¹	kʰ w e ⁵⁵ x w a ²¹		358	365	kʰ w e - - - - ⁵⁵ x w a ²¹ - - -	C C V T C C V T
284	Nanchang	sunflower	葵花	kʰwi²⁴fɑ⁴²	kʰ w i ²⁴ f ɑ ⁴²		358	365	kʰ w i - - - - ²⁴ - f ɑ ⁴² - - -	C C V T C V T
296	Shanghai	sunflower	葵花	gwe¹³ho⁵³	g w e ¹³ h o ⁵³		358	365	g w e - - - - ¹³ h - o ⁵³ - - -	C C V T C V T
289	Shexian	sunflower	葵花莲	kʰwe⁴⁴xwa³¹le⁴⁴	kʰ w e ⁴⁴ x w a ³¹ l e ⁴⁴		358	365	kʰ w e - - - - ⁴⁴ x w a ³¹ l e ⁴⁴	C C V T C C V T C V T
288	Taiyuan	sunflower	葵花	kʰwejuei¹¹xwa¹¹	kʰ w e j u/w e i ¹¹ x w a ¹¹		358	365	kʰ w e j u/w e i ¹¹ x w a ¹¹ - - -	C C V C V V V T C C V T
1046	Changsha	supper	夜饭	ja¹¹fan¹¹	j a ¹¹ f a n ¹¹		67	612	- - - - - j a ¹¹ f a n ¹¹	C V T C V C T
1057	Chengdu	supper	夜饭	je¹³fan¹³	j e ¹³ f a n ¹³		67	612	- - - - - j e ¹³ f a n ¹³	C V T C V C T
1052	Hangzhou	supper	夜饭	ɦi¹³vᴇ̃¹³	ɦ i ¹³ v ᴇ̃/ẽ̞ ¹³		67	612	- - - - ɦ - i ¹³ v ᴇ̃/ẽ̞ - ¹³	C V T C V T
1055	Nanchang	supper	夜饭	jɑ²¹fan²¹	j ɑ ²¹ f a n ²¹		67	612	- - - - - j ɑ ²¹ f a n ²¹	C V T C V C T
1062	Shanghai	supper	夜饭	ɦja¹³ve¹³	ɦ j a ¹³ v e ¹³		67	612	- - - - ɦ j a ¹³ v e - ¹³	C C V T C V T
1059	Shexian	supper	夜饭	ja²²fɛ²²	j a ²² f ɛ ²²		67	612	- - - - - j a ²² f ɛ - ²²	C V T C V T
1058	Taiyuan	supper	黑夜饭	xəʔ²je⁴⁵fæ̃⁴⁵	x ə ʔ ² j e ⁴⁵ f æ̃ ⁴⁵		67	612	x ə ʔ ² - j e ⁴⁵ f æ̃ - ⁴⁵	C V C T C V T C V T
1060	Beijing	supper	晚饭	wan²¹⁴fan⁵¹	w a n ²¹⁴ f a n ⁵¹		852	762	w a n ²¹⁴ f a n ⁵¹	C V C T C V C T
1056	Chengdu	supper	晚饭	wan⁵³fan¹³	w a n ⁵³ f a n ¹³		852	762	w a n ⁵³ f a n ¹³	C V C T C V C T
1054	Guangzhou	supper	晚饭	man²³fan²²	m a n ²³ f a n ²²		852	762	m a n ²³ f a n ²²	C V C T C V C T
1047	Guixian	supper	晚饭	wan⁴²fan²¹³	w a n ⁴² f a n ²¹³		852	762	w a n ⁴² f a n ²¹³	C V C T C V C T
1050	Hefei	supper	晚饭	wæ̃²⁴fæ̃⁵³	w æ̃ ²⁴ f æ̃ ⁵³		852	762	w æ̃ - ²⁴ f æ̃ - ⁵³	C V T C V T
1051	Jinan	supper	晚饭	vã⁵⁵fã²¹	v ã ⁵⁵ f ã ²¹		852	762	v ã - ⁵⁵ f ã - ²¹	C V T C V T
1061	Kunming	supper	晚饭	wᴀ̃⁵³fᴀ̃²¹²	w ᴀ̃/ã̱ ⁵³ f ᴀ̃/ã̱ ²¹²		852	762	w ᴀ̃/ã̱ - ⁵³ f ᴀ̃/ã̱ - ²¹²	C V T C V T
2144	Beijing	sweet	甜	tʰjan³⁵	tʰ j a n ³⁵		1177	157	tʰ j a n ³⁵	C C V C T
2133	Changsha	sweet	甜	tjẽ¹³	t j ẽ ¹³		1177	157	t j ẽ - ¹³	C C V T
2141	Chengdu	sweet	甜	tʰjan³¹	tʰ j a n ³¹		1177	157	tʰ j a n ³¹	C C V C T
2139	Guangzhou	sweet	甜	tʰim²¹	tʰ i m ²¹		1177	157	tʰ - i m ²¹	C V C T
2134	Guixian	sweet	甜	tʰjan²¹	tʰ j a n ²¹		1177	157	tʰ j a n ²¹	C C V C T
2138	Hangzhou	sweet	甜	djᴇ̃²¹³	d j ᴇ̃/ẽ̞ ²¹³		1177	157	d j ᴇ̃/ẽ̞ - ²¹³	C C V T
2136	Hefei	sweet	甜	tʰjɪ̃⁵⁵	tʰ j ɪ̃ ⁵⁵		1177	157	tʰ j ɪ̃ - ⁵⁵	C C V T
2137	Jinan	sweet	甜	tʰjã⁴²	tʰ j ã ⁴²		1177	157	tʰ j ã - ⁴²	C C V T
2145	Kunming	sweet	甜	tʰjɛ̃³¹	tʰ j ɛ̃ ³¹		1177	157	tʰ j ɛ̃ - ³¹	C C V T
2132	Meixian	sweet	甜	tʰjam¹¹	tʰ j a m ¹¹		1177	157	tʰ j a m ¹¹	C C V C T
2140	Nanchang	sweet	甜	tʰjɛn²⁴	tʰ j ɛ n ²⁴		1177	157	tʰ j ɛ n ²⁴	C C V C T
2146	Shanghai	sweet	甜	di¹³	d i ¹³		1177	157	d - i - ¹³	C V T
2143	Shexian	sweet	甜	tʰe⁴⁴	tʰ e ⁴⁴		1177	157	tʰ - e - ⁴⁴	C V T
2142	Taiyuan	sweet	甜	tʰje¹¹	tʰ j e ¹¹		1177	157	tʰ j e - ¹¹	C C V T
2135	Xiamen	sweet	甜	tĩ⁵⁵	t ĩ ⁵⁵		1177	157	t - ĩ - ⁵⁵	C V T
339	Guangzhou	sweet potato	番薯	fan⁵³sy²¹	f a n ⁵³ s y ²¹		393	396	f a n ⁵³ s y ²¹	C V C T C V T
338	Hangzhou	sweet potato	番薯	fᴇ̃³³ʣy¹³	f ᴇ̃/ẽ̞ ³³ dz y ¹³		393	396	f ᴇ̃/ẽ̞ - ³³ dz y ¹³	C V T C V T
331	Meixian	sweet potato	番薯	fan⁴⁴su¹¹	f a n ⁴⁴ s u ¹¹		393	396	f a n ⁴⁴ s u ¹¹	C V C T C V T
332	Changsha	sweet potato	红薯	xoŋ¹³ɕy¹¹	x o ŋ ¹³ ɕ y ¹¹		737	668	x - o ŋ ¹³ ɕ y ¹¹	C V C T C V T
341	Nanchang	sweet potato	红薯	fuŋ⁴⁵ɕy⁴⁵	f u ŋ ⁴⁵ ɕ y ⁴⁵		737	668	f - u ŋ ⁴⁵ ɕ y ⁴⁵	C V C T C V T
343	Taiyuan	sweet potato	红薯	xwəŋ¹¹su⁵³	x w ə ŋ ¹¹ s u ⁵³		737	668	x w ə ŋ ¹¹ s u ⁵³	C C V C T C V T
571	Beijing	table	桌子	t͡ʂwo⁵⁵ʦɿ²	ʈʂ w o ⁵⁵ ts ɿ ²		718	652	ʈʂ w o - ⁵⁵ ts ɿ - ²	C C V T C V T
559	Changsha	table	桌子	ʦo²⁴ʦɿ	ts o ²⁴ ts ɿ		718	652	ts - o - ²⁴ ts ɿ - -	C V T C V
568	Chengdu	table	桌子	ʦo³¹ʦɿ⁵³	ts o ³¹ ts ɿ ⁵³		718	652	ts - o - ³¹ ts ɿ - ⁵³	C V T C V T
560	Guixian	table	桌子	ʦo²¹ʦɿ⁴²	ts o ²¹ ts ɿ ⁴²		718	652	ts - o - ²¹ ts ɿ - ⁴²	C V T C V T
565	Hangzhou	table	桌子	ʦoʔ⁵ʦɿ	ts o ʔ ⁵ ts ɿ		718	652	ts - o ʔ ⁵ ts ɿ - -	C V C T C V
563	Hefei	table	桌子	t͡ʂwɐ⁵ʦə	ʈʂ w ɐ ⁵ ts ə		718	652	ʈʂ w ɐ - ⁵ ts ə - -	C C V T C V
564	Jinan	table	桌子	t͡ʂwə²¹³ʦɿ	ʈʂ w ə ²¹³ ts ɿ		718	652	ʈʂ w ə - ²¹³ ts ɿ - -	C C V T C V
572	Kunming	table	桌子	t͡ʂo³¹ʦɿ⁵³	ʈʂ o ³¹ ts ɿ ⁵³		718	652	ʈʂ - o - ³¹ ts ɿ - ⁵³	C V T C V T
567	Nanchang	table	桌子	ʦɔʔ⁵ʦɿ⁰²	ts ɔ ʔ ⁵ ts ɿ ⁰²/¹²		718	652	ts - ɔ ʔ ⁵ ts ɿ - ⁰²/¹²	C V C T C V T
569	Taiyuan	table	桌子	ʦwaʔ²ʦəʔ	ts w a ʔ ² ts ə ʔ		718	652	ts w a ʔ ² ts ə ʔ -	C C V C T C V C
2546	Beijing	take	拿	na³⁵	n a ³⁵		1103	89	n a ³⁵	C V T
2534	Changsha	take	拿	la³³	l a ³³		1103	89	l a ³³	C V T
2543	Chengdu	take	拿	na³¹	n a ³¹		1103	89	n a ³¹	C V T
2535	Guixian	take	拿	la²¹	l a ²¹		1103	89	l a ²¹	C V T
2538	Hefei	take	拿	la⁵⁵	l a ⁵⁵		1103	89	l a ⁵⁵	C V T
2539	Jinan	take	拿	na⁴²	n a ⁴²		1103	89	n a ⁴²	C V T
2547	Kunming	take	拿	nᴀ³¹	n ᴀ/a̱ ³¹		1103	89	n ᴀ/a̱ ³¹	C V T
2533	Meixian	take	拿	na⁴⁴	n a ⁴⁴		1103	89	n a ⁴⁴	C V T
2548	Shanghai	take	拿	ne⁵³	n e ⁵³		1103	89	n e ⁵³	C V T
2544	Taiyuan	take	拿	na¹¹	n a ¹¹		1103	89	n a ¹¹	C V T
2725	Beijing	ten	十	ʂʅ³⁵	ʂ ʅ ³⁵		805	720	ʂ ʅ - ³⁵	C V T
2713	Changsha	ten	十	ʂʅ²⁴	ʂ ʅ ²⁴		805	720	ʂ ʅ - ²⁴	C V T
2722	Chengdu	ten	十	sɿ³¹	s ɿ ³¹		805	720	s ɿ - ³¹	C V T
2720	Guangzhou	ten	十	sɐp²	s ɐ p ²		805	720	s ɐ p ²	C V C T
2715	Guixian	ten	十	sɿ²¹	s ɿ ²¹		805	720	s ɿ - ²¹	C V T
2719	Hangzhou	ten	十	zəʔ²	z ə ʔ ²		805	720	z ə ʔ ²	C V C T
2717	Hefei	ten	十	ʂəʔ⁵	ʂ ə ʔ ⁵		805	720	ʂ ə ʔ ⁵	C V C T
2718	Jinan	ten	十	ʂʅ⁴²	ʂ ʅ ⁴²		805	720	ʂ ʅ - ⁴²	C V T
2726	Kunming	ten	十	ʂʅ³¹	ʂ ʅ ³¹		805	720	ʂ ʅ - ³¹	C V T
2712	Meixian	ten	十	səp⁵	s ə p ⁵		805	720	s ə p ⁵	C V C T
2721	Nanchang	ten	十	sɨʔ²	s ɨ ʔ ²		805	720	s ɨ ʔ ²	C V C T
2727	Shanghai	ten	十	zəʔ¹	z ə ʔ ¹		805	720	z ə ʔ ¹	C V C T
2724	Shexian	ten	十	ɕi²²	ɕ i ²²		805	720	ɕ i - ²²	C V T
2723	Taiyuan	ten	十	səʔ⁵⁴	s ə ʔ ⁵⁴		805	720	s ə ʔ ⁵⁴	C V C T
2716	Xiamen	ten	十	ʦap⁵	ts a p ⁵		805	720	ts a p ⁵	C V C T
1775	Beijing	that	那个	na⁵¹kə¹	n a ⁵¹ k ə ¹		888	795	n a - ⁵¹ k ə - ¹	C V T C V T
1762	Changsha	that	那个	laj⁵⁵ko	l a j ⁵⁵ k o		888	795	l a j ⁵⁵ k o - -	C V C T C V
1771	Chengdu	that	那个	na¹³ko¹³	n a ¹³ k o ¹³		888	795	n a - ¹³ k o - ¹³	C V T C V T
1764	Guixian	that	那个	a⁵⁵ko²¹³	a ⁵⁵ k o ²¹³		888	795	- a - ⁵⁵ k o - ²¹³	V T C V T
1768	Hangzhou	that	那个	nɑ⁵³koʔ⁵	n ɑ ⁵³ k o ʔ ⁵		888	795	n ɑ - ⁵³ k o ʔ ⁵	C V T C V C T
1766	Hefei	that	那个	lɑʔ⁵ko	l ɑ ʔ ⁵ k o		888	795	l ɑ ʔ ⁵ k o - -	C V C T C V
1767	Jinan	that	那个	na²¹kə	n a ²¹ k ə		888	795	n a - ²¹ k ə - -	C V T C V
1776	Kunming	that	那个	nə²¹²kə²¹²	n ə ²¹² k ə ²¹²		888	795	n ə - ²¹² k ə - ²¹²	C V T C V T
1773	Shexian	that	那个	na²²ko	n a ²² k o		888	795	n a - ²² k o - -	C V T C V
1696	Changsha	there	那里	la⁵⁵li	l a ⁵⁵ l i		519	498	l a - ⁵⁵ l i	C V T C V
1706	Hangzhou	there	那里	nɑ⁴⁴⁵li	n ɑ ⁴⁴⁵ l i		519	498	n ɑ - ⁴⁴⁵ l i	C V T C V
1703	Jinan	there	那里	na²¹ȵi	n a ²¹ ɲ i		519	498	n a - ²¹ ɲ i	C V T C V
