ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
6258	Nukeria	how?	peehea	peehea	p eː h e a		194	p eː - - - - h e - a	C V C V V	p eː - - - - h e - a	p eː h e a	C V C V V
6052	Penrhyn	how?	peehea	peehea	p eː h e a	How?	194	p eː - - - - h e - a	C V C V V	p eː - - - - h e - a	p eː h e a	C V C V V
507	Polynesian	how?	*pe(he)fea	*pefea	p e f e a	PPn shows lexical replacement.	194	p e - - f e - - - a	C V C V V	p e - - f e - - - a	p e f e a	C V C V V
3834	Pukapuka	how?	pēwea	pēwea	p eː w e a		194	p eː - - w e - - - a	C V C V V	p eː - - w e - - - a	p eː w e a	C V C V V
4325	Raivavae	how?	nā hea	nā hea	n aː h e a		194	n aː - - - - h e - a	C V C V V	n aː - - - - h e - a	n aː h e a	C V C V V
2525	RakahangaManihiki	how?	peehea	peehea	p eː h e a		194	p eː - - - - h e - a	C V C V V	p eː - - - - h e - a	p eː h e a	C V C V V
1589	Rapanui	how?	pe hé	pe hé	p e h e		194	p e - - - - h e - -	C V C V	p e - - - - h e - -	p e h e	C V C V
5678	Hawaiian	husband	kāne	kāne	k aː n e	54/55	343	k aː n e	C V C V	k aː n e	k aː n e	C V C V
875	Maori	husband	taane	taane	t aː n e		343	t aː n e	C V C V	t aː n e	t aː n e	C V C V
4940	Niuean	husband	taane	taane	t aː n e	Male, husband (Mce)	343	t aː n e	C V C V	t aː n e	t aː n e	C V C V
6186	Penrhyn	husband	taane	taane	t aː n e	Pollex 06: Taane. :Male, man, husband (Sta).	343	t aː n e	C V C V	t aː n e	t aː n e	C V C V
4034	Pukapuka	husband	tāne	tāne	t aː n e		343	t aː n e	C V C V	t aː n e	t aː n e	C V C V
4452	Raivavae	husband	tāne	tāne	t aː n e		343	t aː n e	C V C V	t aː n e	t aː n e	C V C V
2696	RakahangaManihiki	husband	taane	taane	t aː n e	14	343	t aː n e	C V C V	t aː n e	t aː n e	C V C V
3733	EastFutuna	husband	àavaga	àavaga	ʔ a a v a ŋ a	Spouse, marry (Bgs)	300	ʔ a a v a ŋ a	C V V C V C V	- ʔ a a v a ŋ a	ʔ a a v a ŋ a	C V V C V C V
2010	Mangareva	husband	a'ana	a'ana	ʔ a n a	spouse, usually used to refer to male spouse. Tgr 1898 has it listed for both male and female.	300	ʔ - - - a n a	C V C V	a ʔ - - - a n a	a ʔ a n a	V C V C V
6436	Nukeria	husband	aavana	aavana	aː v a n a	also: wife	300	- - aː v a n a	V C V C V	- - - aː v a n a	aː v a n a	V C V C V
724	Maori	if	me (hemea)	me	m e		955	m e	C V	- - m e	m e	C V
3258	NorthMarquesan	if	me	me	m e	If	955	m e	C V	- - m e	m e	C V
6259	Nukeria	if	ki mee	ki mee	m eː		955	m eː	C V	k i m eː	k i m eː	C V C V
3836	Pukapuka	if	mē	mē	m eː	if only	955	m eː	C V	- - m eː	m eː	C V
7313	Anuta	if	pe	pe	p e	if	647	p e	C V	p e	p e	C V
3546	EastFutuna	if	pee	pee	p eː	Pollex 06: Pee. :Like (resembling), or, if (Bgs).	647	p eː	C V	p eː	p eː	C V
5278	FutunaAniwa	if	pe	pe	p e		647	p e	C V	p e	p e	C V
3835	Pukapuka	if	pī	pī	p iː		647	p iː	C V	p iː	p iː	C V
7335	Anuta	in, inside	i roto	i roto	r o t o	in	956	r o t o	C V C V	i r o t o	i r o t o	V C V C V
3572	EastFutuna	in, inside	loto	loto	l o t o	Inside	956	l o t o	C V C V	- l o t o	l o t o	C V C V
1418	Emae	in, inside	i roto	i roto	r o t o		956	r o t o	C V C V	i r o t o	i r o t o	V C V C V
5550	Hawaiian	in, inside	lo|ko	loko	l o k o		956	l o k o	C V C V	- l o k o	l o k o	C V C V
967	Kapingamarangi	in, inside	lodo	lodo	l o d o	Inside, within (Lbr)	956	l o d o	C V C V	- l o d o	l o d o	C V C V
2112	Luangiua	in, inside	loko	loko	l o k o	Pollex 06: Loko. :Inside.	956	l o k o	C V C V	- l o k o	l o k o	C V C V
1860	Mangareva	in, inside	roto	roto	r o t o		956	r o t o	C V C V	- r o t o	r o t o	C V C V
750	Maori	in, inside	i roto	i roto	r o t o		956	r o t o	C V C V	i r o t o	i r o t o	V C V C V
4154	MeleFila	in, inside	i roto	i roto	r o t o		956	r o t o	C V C V	i r o t o	i r o t o	V C V C V
4803	Niuean	in, inside	loto	loto	l o t o	Inside, pool	956	l o t o	C V C V	- l o t o	l o t o	C V C V
3281	NorthMarquesan	in, inside	'oto	'oto	ʔ o t o	Inside	956	ʔ o t o	C V C V	- ʔ o t o	ʔ o t o	C V C V
6284	Nukeria	in, inside	i roto	i roto	r o t o		956	r o t o	C V C V	i r o t o	i r o t o	V C V C V
526	Polynesian	in, inside	*(i) loto	* loto	l o t o	PPn shows replacement.  PPn has *lalo 'under, below' with semantic shift.(hand)	956	l o t o	C V C V	- l o t o	l o t o	C V C V
3869	Pukapuka	in, inside	loto	loto	l o t o		956	l o t o	C V C V	- l o t o	l o t o	C V C V
4345	Raivavae	in, inside	Goto	Goto	ɢ o t o		956	ɢ o t o	C V C V	- ɢ o t o	ɢ o t o	C V C V
2552	RakahangaManihiki	in, inside	roto	roto	r o t o	inside/lake	956	r o t o	C V C V	- r o t o	r o t o	C V C V
1614	Rapanui	in, inside	roto	roto	r o t o	Inside, lining (Chl)	956	r o t o	C V C V	- r o t o	r o t o	C V C V
481	EastUvea	intestines	gaakau	gaakau	ŋ aː k a u	Intestin, boyaux, entrailles, tripes (Rch)	244	ŋ aː k a u	C V C V V	ŋ aː k a u	ŋ aː k a u	C V C V V
5723	Hawaiian	intestines	na'au	na'au	n a ʔ a u		244	n a ʔ a u	C V C V V	n a ʔ a u	n a ʔ a u	C V C V V
916	Maori	intestines	wheekau	feːkau	f eː k a u		244	f eː k a u	C V C V V	f eː k a u	f eː k a u	C V C V V
4985	Niuean	intestines	ŋaakau	ŋaakau	ŋ aː k a u	Intestines	244	ŋ aː k a u	C V C V V	ŋ aː k a u	ŋ aː k a u	C V C V V
6483	Nukeria	intestines	kaatae	kaatae	k aː t a e		244	k aː t a e	C V C V V	k aː t a e	k aː t a e	C V C V V
6225	Penrhyn	intestines	ngaakau	ngaakau	ŋ aː ʲk a u	Pollex 06: Ngaakau. :Intestines, guts (Sta).	244	ŋ aː ʲk a u	C V C V V	ŋ aː ʲk a u	ŋ aː ʲk a u	C V C V V
4095	Pukapuka	intestines	ngākau	ngākau	ŋ aː k a u		244	ŋ aː k a u	C V C V V	ŋ aː k a u	ŋ aː k a u	C V C V V
2753	RakahangaManihiki	intestines	ngaakau	ngaakau	ŋ aː k a u		244	ŋ aː k a u	C V C V V	ŋ aː k a u	ŋ aː k a u	C V C V V
3789	EastFutuna	intestines	tina'e	tina'e	t i n a ʔ e	Intestines, pregnant (Bgs)	40	t i n a ʔ e	C V C V C V	t i n a ʔ e	t i n a ʔ e	C V C V C V
1556	Emae	intestines	tinae	tinae	t i n a e		40	t i n a - e	C V C V V	t i n a - e	t i n a e	C V C V V
5488	FutunaAniwa	intestines	jinae	jinae	ʃ i n a e	Belly, abdomen, stomach	40	ʃ i n a - e	C V C V V	ʃ i n a - e	ʃ i n a e	C V C V V
1127	Kapingamarangi	intestines	tinae	tinae	t i n a e	Intestines, stomach (Ebt)	40	t i n a - e	C V C V V	t i n a - e	t i n a e	C V C V V
4292	MeleFila	intestines	sinae	sinae	s i n a e		40	s i n a - e	C V C V V	s i n a - e	s i n a e	C V C V V
3788	EastFutuna	intestines	vāvā	vāvā	v aː v aː		195	v aː v aː	C V C V	v aː v aː	v aː v aː	C V C V
5487	FutunaAniwa	intestines	vava	vava	v a v a	Intestines	195	v a v a	C V C V	v a v a	v a v a	C V C V
2275	Luangiua	intestines	vaavaa	vaavaa	v aː v aː	Intestines	195	v aː v aː	C V C V	v aː v aː	v aː v aː	C V C V
3637	EastFutuna	lake	namo	namo	n a m o	Large shallow area on reef (Bgs)	1217	n a m o	C V C V	n a m o	n a m o	C V C V
341	EastUvea	lake	namo	namo	n a m o	Lagoon; shallow area of the sea	1217	n a m o	C V C V	n a m o	n a m o	C V C V
5360	FutunaAniwa	lake	namo	namo	n a m o	[=small pool]	1217	n a m o	C V C V	n a m o	n a m o	C V C V
4854	Niuean	lake	namo	namo	n a m o	Lake, pond	1217	n a m o	C V C V	n a m o	n a m o	C V C V
342	EastUvea	lake	ano	ano	a n o	Lake B. [<]	41	- a n o	V C V	- a n o	a n o	V C V
1925	Mangareva	lake	rano	rano	r a n o	swamp	41	r a n o	C V C V	r a n o	r a n o	C V C V
1675	Rapanui	lake	rano	rano	r a n o	Lake formed in crater of a volcano (Fts)	41	r a n o	C V C V	r a n o	r a n o	C V C V
5603	Hawaiian	lake	loko	loko	l o k o		1091	l o k o	C V C V	- - - l o k o	l o k o	C V C V
1014	Kapingamarangi	lake	roto	roto	r o t o	Lagoon (Lbr)	1091	r o t o	C V C V	- - - r o t o	r o t o	C V C V
802	Maori	lake	roto	roto	r o t o		1091	r o t o	C V C V	- - - r o t o	r o t o	C V C V
4855	Niuean	lake	loto	loto	l o t o	Pool, lakelet (McE)	1091	l o t o	C V C V	- - - l o t o	l o t o	C V C V
3352	NorthMarquesan	lake	vai óto	vai óto	ʔ o t o		1091	ʔ o t o	C V C V	v a i ʔ o t o	v a i ʔ o t o	C V V C V C V
574	Polynesian	lake	*loto	*loto	l o t o		1091	l o t o	C V C V	- - - l o t o	l o t o	C V C V
3938	Pukapuka	lake	loto	loto	l o t o		1091	l o t o	C V C V	- - - l o t o	l o t o	C V C V
2615	RakahangaManihiki	lake	roto	roto	r o t o	inside/lake	1091	r o t o	C V C V	- - - r o t o	r o t o	C V C V
7398	Anuta	leaf	rau	rau	r a u	leaf	42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
3653	EastFutuna	leaf	lau	lau	l a u	Leaf	42	l a - - - - u	C V V	l a - - - - u	l a u	C V V
356	EastUvea	leaf	lau	lau	l a u	Leaf	42	l a - - - - u	C V V	l a - - - - u	l a u	C V V
1471	Emae	leaf	raurau	raurau	r a u r a u		42	r a u r a - u	C V V C V V	r a u r a - u	r a u r a u	C V V C V V
5372	FutunaAniwa	leaf	rau	rau	r a u	Leaf (Dty)	42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
5617	Hawaiian	leaf	lau	lau	l a u		42	l a - - - - u	C V V	l a - - - - u	l a u	C V V
1025	Kapingamarangi	leaf	rou	rou	r o u	Leaf (Ebt)	42	r o - - - - u	C V V	r o - - - - u	r o u	C V V
2171	Luangiua	leaf	lau	lau	l a u	Leaf	42	l a - - - - u	C V V	l a - - - - u	l a u	C V V
1939	Mangareva	leaf	rau	rau	r a u		42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
817	Maori	leaf	rau	rau	r a u		42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
4209	MeleFila	leaf	rau	rau	r a u		42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
4868	Niuean	leaf	au	au	a u	Thatch (McE)	42	- a - - - - u	V V	- a - - - - u	a u	V V
3368	NorthMarquesan	leaf	àu	àu	ʔ a u	Leaf	42	ʔ a - - - - u	C V V	ʔ a - - - - u	ʔ a u	C V V
6354	Nukeria	leaf	rau	rau	r a u		42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
6128	Penrhyn	leaf	rau	rau	r a u	Leaf	42	r a - - - - u	C V V	r a - - - - u	r a u	C V V
586	Polynesian	leaf	*lau (qi raqakau)	*lau	l a u		42	l a - - - - u	C V V	l a - - - - u	l a u	C V V
3955	Pukapuka	leaf	lau	lau	l a u		42	l a - - - - u	C V V	l a - - - - u	l a u	C V V
4400	Raivavae	leaf	GaueGe	GaueGe	ɢ a u e ɢ e		42	ɢ a u - e ɢ e	C V V V C V	ɢ a u - e ɢ e	ɢ a u e ɢ e	C V V V C V
1689	Rapanui	leaf	raupá	raupá	r a u p a		42	r a u p - - a	C V V C V	r a u p - - a	r a u p a	C V V C V
7516	Anuta	left	tema	tema	t e m a	Left (Fbg)	196	t e m a	C V C V	t e m a	t e m a	C V C V
3806	EastFutuna	left	sema	sema	s e m a	Left (Hand)	196	s e m a	C V C V	s e m a	s e m a	C V C V
498	EastUvea	left	hema	hema	h e m a	Left (Btn)	196	h e m a	C V C V	h e m a	h e m a	C V C V
1570	Emae	left	sema	sema	s e m a		196	s e m a	C V C V	s e m a	s e m a	C V C V
5739	Hawaiian	left	hema	hema	h e m a		196	h e m a	C V C V	h e m a	h e m a	C V C V
2074	Mangareva	left	'ema	'ema	ʔ e m a		196	ʔ e m a	C V C V	ʔ e m a	ʔ e m a	C V C V
5002	Niuean	left	hema	hema	h e m a	The left (side or hand) (Tgr)	196	h e m a	C V C V	h e m a	h e m a	C V C V
704	Polynesian	left	*sema	*sema	s e m a	*sema has reflexes in EPn as well as Tongic and NPn.	196	s e m a	C V C V	s e m a	s e m a	C V C V
5504	FutunaAniwa	left	masui	masui	m a s u i		43	m a - - s u - i	C V C V V	m a - - s u - i	m a s u i	C V C V V
1144	Kapingamarangi	left	tauihara	tauihara	t a u i h a r a		43	t a u i h a r a	C V V V C V C V	t a u i h a r a	t a u i h a r a	C V V V C V C V
931	Maori	left	mauii	mauii	m a u iː		43	m a - - - u - iː	C V V V	m a - - - u - iː	m a u iː	C V V V
4306	MeleFila	left	musui	musui	m u s u i		43	m u - - s u - i	C V C V V	m u - - s u - i	m u s u i	C V C V V
6497	Nukeria	left	mauii	mauii	m a u iː		43	m a - - - u - iː	C V V V	m a - - - u - iː	m a u iː	C V V V
6240	Penrhyn	left	kauii	kauii	k a u iː	Pollex 06: Kauii. :Left.	43	k a u - - - - iː	C V V V	k a u - - - - iː	k a u iː	C V V V
703	Polynesian	left	*maui	*maui	m a u i	*maui  Outlier isogloss	43	m a - - - u - i	C V V V	m a - - - u - i	m a u i	C V V V
4117	Pukapuka	left	māyui	māyui	m aː j u i		43	m aː - - j u - i	C V C V V	m aː - - j u - i	m aː j u i	C V C V V
4506	Raivavae	left	ʔaui	ʔaui	ʔ a u i		43	ʔ a u - - - - i	C V V V	ʔ a u - - - - i	ʔ a u i	C V V V
2780	RakahangaManihiki	left	kaaui	kaaui	k aː u i	left (hand)	43	k aː u - - - - i	C V V V	k aː u - - - - i	k aː u i	C V V V
1822	Rapanui	left	maui	maui	m a u i		43	m a - - - u - i	C V V V	m a - - - u - i	m a u i	C V V V
7514	Anuta	leg/foot	vae	vae	v a e	Leg (Yen)	44	v a - - - e	C V V	v a - - - e	v a e	C V V
3804	EastFutuna	leg/foot	va'e	va'e	v a ʔ e	Leg	44	v a - ʔ - e	C V C V	v a - ʔ - e	v a ʔ e	C V C V
496	EastUvea	leg/foot	va'e	va'e	v a ʔ e	Leg	44	v a - ʔ - e	C V C V	v a - ʔ - e	v a ʔ e	C V C V
1568	Emae	leg/foot	βae	βae	β a e		44	β a - - - e	C V V	β a - - - e	β a e	C V V
5502	FutunaAniwa	leg/foot	vae	vae	v a e		44	v a - - - e	C V V	v a - - - e	v a e	C V V
5737	Hawaiian	leg/foot	wāwae	wāwae	w aː w a e		44	w aː - w a e	C V C V V	w aː - w a e	w aː w a e	C V C V V
1141	Kapingamarangi	leg/foot	wae	wae	w a e	FOOT (Lbr)	44	w a - - - e	C V V	w a - - - e	w a e	C V V
2288	Luangiua	leg/foot	vae	vae	v a e	Leg	44	v a - - - e	C V V	v a - - - e	v a e	C V V
928	Maori	leg/foot	waewae	waewae	w a e w a e	Correction via Peter Keegan	44	w a e w a e	C V V C V V	w a e w a e	w a e w a e	C V V C V V
4304	MeleFila	leg/foot	βae	βae	β a e		44	β a - - - e	C V V	β a - - - e	β a e	C V V
5000	Niuean	leg/foot	vee	vee	v eː	Leg (respectful term) (McE)	44	v eː - - - -	C V	v eː - - - -	v eː	C V
3523	NorthMarquesan	leg/foot	vae	vae	v a e	Leg (I)	44	v a - - - e	C V V	v a - - - e	v a e	C V V
6495	Nukeria	leg/foot	vae	vae	v a e		44	v a - - - e	C V V	v a - - - e	v a e	C V V
6238	Penrhyn	leg/foot	vae	vae	v a e	Pollex 06: Vae/vae. :Foot, leg (Sta).	44	v a - - - e	C V V	v a - - - e	v a e	C V V
701	Polynesian	leg/foot	*waqe	*waqe	w a ʔ e		44	w a - ʔ - e	C V C V	w a - ʔ - e	w a ʔ e	C V C V
4115	Pukapuka	leg/foot	vae	vae	v a e		44	v a - - - e	C V V	v a - - - e	v a e	C V V
2778	RakahangaManihiki	leg/foot	waewae	waewae	w a e w a e	leg/foot	44	w a e w a e	C V V C V V	w a e w a e	w a e w a e	C V V C V V
1820	Rapanui	leg/foot	va'e	va'e	v a ʔ e		44	v a - ʔ - e	C V C V	v a - ʔ - e	v a ʔ e	C V C V
3627	EastFutuna	lightning	'uila	'uila	u i l a	Lightning (Bgs)	523	u - i l a	V V C V	ʔ u - i l a	ʔ u i l a	C V V C V
330	EastUvea	lightning	'uhila	'uhila	u h i l a	Eclaire (Rch), Loan (Pawley 2010)	523	u h i l a	V C V C V	ʔ u h i l a	ʔ u h i l a	C V C V C V
1451	Emae	lightning	wira	wira	w i r a		523	- w i r a	C V C V	- - w i r a	w i r a	C V C V
5594	Hawaiian	lightning	uila	uila	u i l a		523	u - i l a	V V C V	- u - i l a	u i l a	V V C V
1006	Kapingamarangi	lightning	ila	ila	i l a	Lightning (Lbr)	523	- - i l a	V C V	- - - i l a	i l a	V C V
2152	Luangiua	lightning	uila	uila	u i l a	Pollex 06: Uila. :Lightning (Hbn).	523	u - i l a	V V C V	- u - i l a	u i l a	V V C V
1914	Mangareva	lightning	uira	uira	u i r a	Lightning	523	u - i r a	V V C V	- u - i r a	u i r a	V V C V
793	Maori	lightning	uira	uira	u i r a		523	u - i r a	V V C V	- u - i r a	u i r a	V V C V
4187	MeleFila	lightning	wira	wira	w i r a		523	- w i r a	C V C V	- - w i r a	w i r a	C V C V
4846	Niuean	lightning	uhila	uhila	u h i l a	Lightning	523	u h i l a	V C V C V	- u h i l a	u h i l a	V C V C V
3343	NorthMarquesan	lightning	uià	uià	u i ʔ a	Eclair, eclairer (Dln)	523	u - i ʔ a	V V C V	- u - i ʔ a	u i ʔ a	V V C V
6332	Nukeria	lightning	uira	uira	u i r a	(bolt)	523	u - i r a	V V C V	- u - i r a	u i r a	V V C V
6109	Penrhyn	lightning	uira	uira	u i r a	Lightning	523	u - i r a	V V C V	- u - i r a	u i r a	V V C V
565	Polynesian	lightning	*quhila	*quhila	u h i l a		523	u h i l a	V C V C V	ʔ u h i l a	ʔ u h i l a	C V C V C V
3929	Pukapuka	lightning	uwila	uwila	u w i l a		523	u w i l a	V C V C V	- u w i l a	u w i l a	V C V C V
4384	Raivavae	lightning	uiGa	uiGa	u i ɢ a		523	u - i ɢ a	V V C V	- u - i ɢ a	u i ɢ a	V V C V
2602	RakahangaManihiki	lightning	uvira	uvira	u v i r a		523	u v i r a	V C V C V	- u v i r a	u v i r a	V C V C V
1665	Rapanui	lightning	uira	uira	u i r a		523	u - i r a	V V C V	- u - i r a	u i r a	V V C V
7500	Anuta	liver	ate	ate	a t e	Liver (Yen)	45	a t e	V C V	- a t e	a t e	V C V
3787	EastFutuna	liver	àte	àte	a t e	Liver (Bgs)	45	a t e	V C V	ʔ a t e	ʔ a t e	C V C V
480	EastUvea	liver	àte	àte	a t e	Foie (Rch)	45	a t e	V C V	ʔ a t e	ʔ a t e	C V C V
1555	Emae	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
5486	FutunaAniwa	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
5722	Hawaiian	liver	ake	ake	a k e		45	a k e	V C V	- a k e	a k e	V C V
1126	Kapingamarangi	liver	ade	ade	a d e	Liver (Lbr)	45	a d e	V C V	- a d e	a d e	V C V
2274	Luangiua	liver	àte	àte	a t e	Liver (Tpe)	45	a t e	V C V	ʔ a t e	ʔ a t e	C V C V
2057	Mangareva	liver	ate	ate	a t e	Liver	45	a t e	V C V	- a t e	a t e	V C V
915	Maori	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
4291	MeleFila	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
4984	Niuean	liver	ate	ate	a t e	Liver	45	a t e	V C V	- a t e	a t e	V C V
3508	NorthMarquesan	liver	ate	ate	a t e	Foie (Dln)	45	a t e	V C V	- a t e	a t e	V C V
6482	Nukeria	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
6224	Penrhyn	liver	ate	ate	a t e	Liver	45	a t e	V C V	- a t e	a t e	V C V
686	Polynesian	liver	*qate	*qate	a t e		45	a t e	V C V	ʔ a t e	ʔ a t e	C V C V
4093	Pukapuka	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
2752	RakahangaManihiki	liver	ate	ate	a t e		45	a t e	V C V	- a t e	a t e	V C V
1802	Rapanui	liver	ate	ate	a t e	Liver	45	a t e	V C V	- a t e	a t e	V C V
7353	Anuta	long	ro(ro)a	roa	r o a	Long (Yen)	245	r o - - a	C V V	r o - - a	r o a	C V V
3597	EastFutuna	long	loa	loa	l o a	Long	245	l o - - a	C V V	l o - - a	l o a	C V V
305	EastUvea	long	loa	loa	l o a	Long	245	l o - - a	C V V	l o - - a	l o a	C V V
5570	Hawaiian	long	loa	loa	l o a		245	l o - - a	C V V	l o - - a	l o a	C V V
986	Kapingamarangi	long	l/loo/	loo	l oː	Long (Plural) (used only in compounds) (Lbr)	245	l oː - - -	C V	l oː - - -	l oː	C V
2132	Luangiua	long	lo/loa/	loa	l o a	Long, tall	245	l o - - a	C V V	l o - - a	l o a	C V V
771	Maori	long	roa	roa	r o a		245	r o - - a	C V V	r o - - a	r o a	C V V
4821	Niuean	long	loa	loa	l o a	Long	245	l o - - a	C V V	l o - - a	l o a	C V V
3310	NorthMarquesan	long	'oa	'oa	ʔ o a	Long	245	ʔ o - - a	C V V	ʔ o - - a	ʔ o a	C V V
6308	Nukeria	long	rooroa	rooroa	r oː r o a	(s.)	245	r oː r o a	C V C V V	r oː r o a	r oː r o a	C V C V V
6084	Penrhyn	long	roa	roa	r o a	Long, tall	245	r o - - a	C V V	r o - - a	r o a	C V V
544	Polynesian	long	*loa	*loa	l o a	PPn shows lexical replacement.	245	l o - - a	C V V	l o - - a	l o a	C V V
3899	Pukapuka	long	loa	loa	l o a		245	l o - - a	C V V	l o - - a	l o a	C V V
4364	Raivavae	long	Goa	Goa	ɢ o a		245	ɢ o - - a	C V V	ɢ o - - a	ɢ o a	C V V
2576	RakahangaManihiki	long	roa	roa	r o a		245	r o - - a	C V V	r o - - a	r o a	C V V
1638	Rapanui	long	roa	roa	r o a	Length	245	r o - - a	C V V	r o - - a	r o a	C V V
3661	EastFutuna	louse	tuma	tuma	t u m a	Bodylouse	669	t u m a	C V C V	t u m a	t u m a	C V C V
364	EastUvea	louse	tuma	tuma	t u m a	Bodylouse	669	t u m a	C V C V	t u m a	t u m a	C V C V
4876	Niuean	louse	tuma	tuma	t u m a	Louse (McE)	669	t u m a	C V C V	t u m a	t u m a	C V C V
7406	Anuta	louse	kutu	kutu	k u t u	Louse	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
3662	EastFutuna	louse	kutu	kutu	k u t u	Louse	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
365	EastUvea	louse	kutu	kutu	k u t u	Louse	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
1475	Emae	louse	kutu	kutu	k u t u		46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
5381	FutunaAniwa	louse	kutu	kutu	k u t u		46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
5623	Hawaiian	louse	'uku	'uku	ʔ u k u		46	ʔ u k - - u	C V C V	ʔ u k - - u	ʔ u k u	C V C V
1031	Kapingamarangi	louse	gudu	gudu	g u d u	Head louse (Lbr)	46	g u d - - u	C V C V	g u d - - u	g u d u	C V C V
2178	Luangiua	louse	'uku	'uku	ʔ u k u	Louse	46	ʔ u k - - u	C V C V	ʔ u k - - u	ʔ u k u	C V C V
1946	Mangareva	louse	kutu	kutu	k u t u		46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
823	Maori	louse	kutu	kutu	k u t u		46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
4213	MeleFila	louse	kutu	kutu	k u t u		46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
4877	Niuean	louse	kutu	kutu	k u t u	Louse	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
3375	NorthMarquesan	louse	'utu	'utu	ʔ u t u	Louse	46	ʔ u t - - u	C V C V	ʔ u t - - u	ʔ u t u	C V C V
6364	Nukeria	louse	kutu	kutu	k u t u	a. and b., also flea (flea is Post-Contact)	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
6134	Penrhyn	louse	kutu	kutu	k u t u	Louse	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
592	Polynesian	louse	*kutu	*kutu	k u t u		46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
3963	Pukapuka	louse	lia	lia	l i a	'nit'ï¿½	46	l i - - - a	C V V	l i - - - a	l i a	C V V
4406	Raivavae	louse	ʔutuʔu	ʔutuʔu	ʔ u t u ʔ u		46	ʔ u t u ʔ u	C V C V C V	ʔ u t u ʔ u	ʔ u t u ʔ u	C V C V C V
2631	RakahangaManihiki	louse	ngutu	ngutu	ŋ u t u		46	ŋ u t - - u	C V C V	ŋ u t - - u	ŋ u t u	C V C V
1695	Rapanui	louse	kutu	kutu	k u t u	Louse	46	k u t - - u	C V C V	k u t - - u	k u t u	C V C V
432	EastUvea	man/male	taàne	taàne	t a ʔ a n e	Male	47	t a ʔ a n e	C V C V C V	t a ʔ a n e	t a ʔ a n e	C V C V C V
1519	Emae	man/male	taŋata	taŋata	t a ŋ a t a		47	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
5443	FutunaAniwa	man/male	taane	taane	t aː n e	Male	47	t aː n - - e	C V C V	t aː n - - e	t aː n e	C V C V
5681	Hawaiian	man/male	kāne	kāne	k aː n e		47	k aː n - - e	C V C V	k aː n - - e	k aː n e	C V C V
1085	Kapingamarangi	man/male	daane	daane	d aː n e	Male (Lbr)	47	d aː n - - e	C V C V	d aː n - - e	d aː n e	C V C V
2237	Luangiua	man/male	kaŋe	kaŋe	k a ŋ e	Male	47	k a ŋ - - e	C V C V	k a ŋ - - e	k a ŋ e	C V C V
878	Maori	man/male	taane	taane	t aː n e		47	t aː n - - e	C V C V	t aː n - - e	t aː n e	C V C V
4257	MeleFila	man/male	tane	tane	t a n e		47	t a n - - e	C V C V	t a n - - e	t a n e	C V C V
4944	Niuean	man/male	taane	taane	t aː n e	Male, husband (Mce)	47	t aː n - - e	C V C V	t aː n - - e	t aː n e	C V C V
3462	NorthMarquesan	man/male	tane	tane	t a n e	Fortement (Dln)	47	t a n - - e	C V C V	t a n - - e	t a n e	C V C V
6190	Penrhyn	man/male	taane	taane	t aː n e	Male	47	t aː n - - e	C V C V	t aː n - - e	t aː n e	C V C V
648	Polynesian	man/male	*taqane	*taqane	t a ʔ a n e	PPn shows irregular loss of PCP Å‹w.	47	t a ʔ a n e	C V C V C V	t a ʔ a n e	t a ʔ a n e	C V C V C V
4038	Pukapuka	man/male	tāne	tāne	t aː n e		47	t aː n - - e	C V C V	t aː n - - e	t aː n e	C V C V
4455	Raivavae	man/male	tāne	tāne	t aː n e		47	t aː n - - e	C V C V	t aː n - - e	t aː n e	C V C V
